
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending June 7, 2008 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	30	47	262	1,342	1,393	8	9	43	220	278	78	229	351	4,671	4,492						
N.C.	N	0	0	N	N	N	0	0	N	N	5	6	18	135	157						
S.C.	-	0	0	-	-	-	0	0	-	-	-	1	5	33	48						
Va.	N	0	0	N	N	N	0	0	N	N	-	5	17	116	96						
W. Va.	-	1	7	44	36	-	0	2	4	7	-	0	1	-	5						
E.S. CENTRAL	4	4	12	147	76	1	1	4	27	16	9	20	31	440	339						
Ala.	N	0	0	N	N	N	0	0	N	N	-	8	17	176	132						
Ky.	-	1	3	36	16	-	0	2	8	2	1	1	7	42	32						
Miss.	-	0	0	-	-	-	0	0	-	-	3	2	15	60	53						
Tenn.	4	3	12	111	60	1	1	3	19	14	5	7	14	162	122						
W.S. CENTRAL	1	1	5	25	46	-	0	2	6	7	6	40	61	862	705						
Ark.	1	0	2	8	1	-	0	1	2	2	-	2	10	52	50						
La.	-	1	5	17	45	-	0	2	4	5	-	11	22	189	191						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	5	27	29						
Tex.	-	0	0	-	-	-	0	0	-	-	6	26	48	594	435						
MOUNTAIN	-	1	6	17	26	-	0	2	4	9	2	8	29	116	182						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	3	21	24	94						
Colo.	-	0	0	-	-	-	0	0	-	-	2	1	7	47	20						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	1	1	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Nev.	N	0	0	N	N	N	0	0	N	N	-	2	6	31	39						
N. Mex.	-	0	1	1	-	-	0	0	-	1	-	1	3	13	21						
Utah	-	0	6	16	15	-	0	2	4	7	-	0	2	-	5						
Wyo.	-	0	2	-	11	-	0	1	-	1	-	0	1	-	1						
PACIFIC	-	0	0	-	-	-	0	1	1	2	8	40	69	844	1,013						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	-	5						
Calif.	N	0	0	N	N	N	0	0	N	N	6	37	59	749	940						
Hawaii	-	0	0	-	-	-	0	1	1	2	-	0	2	11	5						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	2	6	8						
Wash.	N	0	0	N	N	N	0	0	N	N	2	3	13	78	55						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	4						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	10	2	10	72	61						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


