
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 27, 2007 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	13,385	19,569	21,574	49,652	65,897	205	151	367	505	393	25	67	304	128	195						
Idaho	-	50	253	-	187	N	0	0	N	N	-	0	5	-	-						
Mont.	-	49	143	100	70	N	0	0	N	N	-	0	26	-	1						
Nev.	-	78	397	-	666	-	1	4	-	5	-	0	1	-	-						
N. Mex.	-	188	314	225	921	-	0	3	-	-	-	0	5	-	-						
Utah	-	94	180	186	313	-	1	3	-	1	-	0	3	-	2						
Wyo.	31	28	54	63	104	-	0	1	-	2	-	0	11	-	-						
PACIFIC	1,905	3,365	3,930	6,470	11,797	90	43	186	122	199	-	1	7	5	6						
Alaska	68	81	152	216	249	N	0	0	N	N	-	0	1	-	-						
Calif.	1,140	2,662	3,191	4,407	9,308	90	43	186	122	199	-	0	0	-	-						
Hawaii	-	105	136	32	427	N	0	0	N	N	-	0	1	-	-						
Oreg.	173	177	309	552	609	N	0	0	N	N	-	1	7	5	6						
Wash.	524	350	604	1,263	1,204	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	236	96	198	569	270	N	0	0	N	N	N	0	0	N	N						
V.I.	U	6	16	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


