
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending February 23, 2013 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2013
Shigellosis cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012

tab delimited data:
test
UNITED STATES	89	267	403	893	1,813	-	4	12	14	12	6	52	229	45	113						
Ark.	4	2	7	14	9	-	0	1	-	-	-	8	65	-	12						
La.	-	3	10	17	39	-	0	0	-	-	-	0	2	-	1						
Okla.	4	7	27	26	63	-	0	1	-	-	-	0	26	-	-						
Tex.	9	32	84	109	194	-	0	1	-	-	-	1	5	-	5						
MOUNTAIN	3	11	32	22	49	-	0	1	-	3	-	0	5	-	16						
Ariz.	3	6	15	4	27	-	0	1	-	3	-	0	2	-	12						
Colo.	-	2	19	3	3	-	0	1	-	-	-	0	1	-	-						
Idaho	-	0	2	-	2	-	0	0	-	-	-	0	1	-	2						
Mont.	-	0	2	-	3	-	0	0	-	-	-	0	1	-	-						
Nev.	-	0	9	7	1	-	0	1	-	-	-	0	0	-	-						
N. Mex.	-	1	7	4	9	-	0	0	-	-	-	0	1	-	-						
Utah	-	0	4	3	4	-	0	0	-	-	-	0	1	-	2						
Wyo.	-	0	3	1	-	-	0	0	-	-	-	0	1	-	-						
PACIFIC	3	21	57	54	113	-	0	2	-	-	-	0	1	-	3						
Alaska	-	0	2	-	2	N	0	0	N	N	N	0	0	N	N						
Calif.	1	15	57	38	96	-	0	2	-	-	-	0	1	-	3						
Hawaii	-	0	3	-	1	N	0	0	N	N	N	0	0	N	N						
Oreg.	1	1	10	7	10	-	0	0	-	-	-	0	1	-	-						
Wash.	1	2	19	9	4	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	3	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	N	-	-	N	N	N	-	-	N	N						
P.R.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


