Minn.	-	0	119	211	164	1	0	6	39	39	-	0	1	2	3						
Mo.	4	2	9	95	299	-	0	3	38	66	1	5	29	403	161						
Nebr.	1	1	12	65	95	-	0	0	-	-	-	0	2	14	25						
N. Dak.	-	0	18	8	25	-	0	6	21	25	-	0	0	-	-						
S. Dak.	-	1	7	57	22	-	0	2	22	37	-	0	1	4	-						
S. ATLANTIC	10	17	163	870	1,082	29	39	76	1,989	2,212	38	14	112	943	1,142						
Del.	-	0	2	11	3	-	0	0	-	-	-	0	2	15	21						
D.C.	-	0	1	2	6	-	0	0	-	-	-	0	1	1	1						
Fla.	4	4	18	207	199	-	0	29	115	176	1	0	4	22	16						
Ga.	1	0	4	29	101	7	4	34	265	257	1	0	5	38	53						
Md.	-	2	8	110	146	-	7	18	327	399	1	1	4	65	87						
N.C.	4	4	112	292	189	8	9	19	467	502	32	4	96	610	815						
S.C.	-	1	8	68	188	-	0	11	46	174	-	0	7	60	40						
Va.	1	2	11	121	204	14	13	31	693	596	3	2	11	127	106						
W. Va.	-	0	19	30	46	-	0	11	76	108	-	0	3	5	3						
E.S. CENTRAL	-	6	35	405	342	-	3	9	140	237	-	5	16	254	367						
Ala.	-	1	18	82	88	-	0	2	-	81	-	2	10	90	91						
Ky.	-	0	4	27	58	-	0	3	18	28	-	0	2	5	3						
Miss.	-	1	32	218	36	-	0	1	1	4	-	0	2	14	9						
Tenn.	-	1	7	78	160	-	2	7	121	124	-	2	10	145	264						
W.S. CENTRAL	1	19	226	942	862	1	1	23	77	954	14	1	168	194	117						
Ark.	-	1	17	135	93	1	0	2	32	31	9	0	53	101	51						
La.	-	0	2	19	24	-	0	1	-	7	-	0	1	3	5						
Okla.	-	0	36	49	19	-	0	22	45	61	4	0	108	53	29						
Tex.	1	15	174	739	726	-	0	14	-	855	1	0	7	37	32						
MOUNTAIN	6	21	61	1,061	2,392	-	3	14	211	211	-	0	4	35	46						
Ariz.	1	4	13	195	494	-	2	12	145	138	-	0	1	9	11						
Colo.	4	6	14	295	701	-	0	0	-	-	-	0	2	4	4						
Idaho	1	0	5	41	85	-	0	0	-	24	-	0	1	4	14						
Mont.	-	0	7	43	114	-	0	3	20	15	-	0	1	1	2						
Nev.	-	0	3	9	71	-	0	1	1	5	-	0	0	-	-						
N. Mex.	-	1	7	66	135	-	0	2	11	10	-	0	1	4	8						
Utah	-	7	47	390	715	-	0	2	16	11	-	0	1	1	-						
Wyo.	-	0	4	22	77	-	0	4	18	8	-	0	2	12	7						
PACIFIC	4	12	547	629	1,821	-	4	10	212	240	-	0	3	8	2						
Alaska	-	0	8	50	90	-	0	6	40	17	N	0	0	N	N						
Calif.	1	3	167	191	1,538	-	3	8	160	198	-	0	3	6	-						
Hawaii	-	0	1	4	87	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	2	14	111	106	-	0	3	12	25	-	0	1	2	2						
Wash.	3	3	377	273	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	63	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	3	-	1	5	47	77	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


