Mich.	1	4	16	279	632	-	1	27	185	49	-	0	1	4	6						
Ohio	5	12	54	610	644	-	1	11	84	58	-	0	2	10	26						
Wis.	-	1	24	199	221	N	0	0	N	N	-	0	0	-	1						
W.N. CENTRAL	3	12	151	773	1,453	-	4	13	253	318	-	5	37	452	199						
Iowa	-	2	10	139	345	-	0	3	30	57	-	0	4	16	5						
Kans.	-	2	8	133	310	-	2	7	101	83	-	0	2	13	1						
Minn.	-	0	119	262	320	-	0	6	39	42	-	0	1	2	5						
Mo.	1	2	9	103	308	-	0	3	38	66	-	5	29	403	163						
Nebr.	2	1	12	69	101	-	0	0	-	-	-	0	2	14	25						
N. Dak.	-	0	18	10	43	-	0	6	22	32	-	0	0	-	-						
S. Dak.	-	0	7	57	26	-	0	2	23	38	-	0	1	4	-						
S. ATLANTIC	37	16	163	922	1,311	2	41	64	2,091	2,314	11	15	111	1,011	1,203						
Del.	-	0	2	11	3	-	0	0	-	-	-	0	2	15	22						
D.C.	-	0	1	2	6	-	0	0	-	-	-	0	1	1	1						
Fla.	3	4	18	213	228	-	0	29	120	176	-	0	4	25	21						
Ga.	-	0	3	32	102	-	6	12	274	267	-	0	6	51	53						
Md.	-	2	6	113	152	-	7	18	389	414	-	1	4	65	93						
N.C.	34	3	112	326	334	2	9	19	474	521	9	5	96	646	852						
S.C.	-	1	4	72	199	-	0	11	46	181	-	0	7	63	43						
Va.	-	2	11	123	221	-	13	31	711	637	2	2	11	140	114						
W. Va.	-	0	19	30	66	-	0	11	77	118	-	0	3	5	4						
E.S. CENTRAL	-	5	35	410	374	-	3	6	146	247	-	4	16	258	371						
Ala.	-	1	18	82	106	-	0	1	-	84	-	2	10	92	94						
Ky.	-	0	4	27	59	-	0	3	21	28	-	0	2	5	3						
Miss.	-	1	32	221	37	-	0	1	1	4	-	0	2	14	9						
Tenn.	-	1	5	80	172	-	2	6	124	131	-	2	10	147	265						
W.S. CENTRAL	1	19	226	1,031	1,154	-	1	23	79	997	3	1	168	200	288						
Ark.	-	1	17	137	112	-	1	2	33	32	-	0	53	101	104						
La.	-	0	2	19	24	-	0	0	-	7	-	0	1	3	5						
Okla.	-	0	36	50	64	-	0	22	46	69	3	0	108	57	139						
Tex.	1	16	174	825	954	-	0	14	-	889	-	1	7	39	40						
MOUNTAIN	-	21	61	1,105	2,501	-	3	14	229	213	-	0	4	37	47						
Ariz.	-	3	13	201	508	-	2	12	151	140	-	0	2	11	11						
Colo.	-	6	14	306	710	-	0	0	-	-	-	0	2	4	5						
Idaho	-	1	5	42	88	-	0	0	-	24	-	0	1	4	14						
Mont.	-	0	7	46	115	-	0	3	20	15	-	0	1	1	2						
Nev.	-	0	3	14	71	-	0	2	8	5	-	0	0	-	-						
N. Mex.	-	1	7	71	147	-	0	2	14	10	-	0	1	4	8						
Utah	-	6	47	402	779	-	0	2	16	11	-	0	1	1	-						
Wyo.	-	0	4	23	83	-	0	4	20	8	-	0	2	12	7						
PACIFIC	33	12	547	753	2,416	-	4	10	217	244	-	0	2	5	2						
Alaska	1	0	8	52	91	-	0	6	42	18	N	0	0	N	N						
Calif.	-	5	167	272	1,749	-	3	8	163	201	-	0	2	3	-						
Hawaii	-	0	1	4	87	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	14	112	112	-	0	3	12	25	-	0	1	2	2						
Wash.	32	3	377	313	377	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	64	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	3	-	0	5	47	78	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


