N.C.	-	4	112	292	189	4	9	19	471	505	-	5	96	610	815						
S.C.	-	1	5	68	193	-	0	11	46	174	-	0	7	60	43						
Va.	-	2	11	121	208	8	13	31	701	602	-	2	11	127	108						
W. Va.	-	0	19	30	47	-	0	11	77	114	-	0	3	5	3						
E.S. CENTRAL	-	6	35	405	348	-	3	9	140	239	1	4	16	255	367						
Ala.	-	1	18	82	88	-	0	1	-	82	-	1	10	90	91						
Ky.	-	0	4	27	58	-	0	3	18	28	-	0	2	5	3						
Miss.	-	1	32	218	37	-	0	1	1	4	-	0	2	14	9						
Tenn.	-	1	5	78	165	-	2	7	121	125	1	2	10	146	264						
W.S. CENTRAL	2	19	226	965	893	2	1	23	79	969	-	1	168	195	119						
Ark.	2	1	17	137	95	1	1	2	33	31	-	0	53	101	51						
La.	-	0	2	19	24	-	0	0	-	7	-	0	1	3	5						
Okla.	-	0	36	49	28	1	0	22	46	66	-	0	108	53	31						
Tex.	-	15	174	760	746	-	0	14	-	865	-	1	7	38	32						
MOUNTAIN	6	21	61	1,082	2,418	-	3	14	216	211	-	0	4	36	46						
Ariz.	-	4	13	197	500	-	2	12	149	138	-	0	2	10	11						
Colo.	5	6	14	300	705	-	0	0	-	-	-	0	2	4	4						
Idaho	1	1	5	42	86	-	0	0	-	24	-	0	1	4	14						
Mont.	-	0	7	43	114	-	0	3	20	15	-	0	1	1	2						
Nev.	-	0	3	9	71	-	0	1	1	5	-	0	0	-	-						
N. Mex.	-	1	7	66	142	-	0	2	12	10	-	0	1	4	8						
Utah	-	7	47	402	721	-	0	2	16	11	-	0	1	1	-						
Wyo.	-	0	4	23	79	-	0	4	18	8	-	0	2	12	7						
PACIFIC	15	12	547	692	1,844	2	4	10	214	241	-	0	3	8	2						
Alaska	-	0	8	50	90	-	0	6	40	17	N	0	0	N	N						
Calif.	5	4	167	244	1,560	2	3	8	162	199	-	0	3	6	-						
Hawaii	-	0	1	4	87	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	2	14	111	107	-	0	3	12	25	-	0	1	2	2						
Wash.	10	3	377	283	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	64	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	3	-	0	5	47	77	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


