
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending February 24, 2007 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	34	44	99	423	481	12	6	19	53	65	63	181	233	1,031	1,294						
Ohio	6	5	38	100	70	2	1	5	12	11	5	4	9	34	31						
Wis.	N	0	0	N	N	-	0	0	-	-	-	1	4	7	8						
W.N. CENTRAL	-	1	51	11	8	-	0	10	1	1	2	5	13	29	32						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	-	2						
Kans.	-	0	1	1	-	-	0	0	-	-	-	0	3	3	4						
Minn.	-	0	50	-	-	-	0	10	-	-	1	0	5	15	9						
Mo.	-	1	3	10	8	-	0	1	-	1	1	3	9	11	16						
Nebr.	-	0	1	-	-	-	0	0	-	-	-	0	2	-	1						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	3	-	-	-	0	1	1	-	-	0	3	-	-						
S. ATLANTIC	19	21	49	201	283	7	2	8	28	24	18	42	114	237	264						
Del.	-	0	0	-	-	-	0	0	-	-	-	0	3	2	6						
D.C.	-	0	3	2	8	-	0	2	-	-	5	2	7	23	21						
Fla.	13	12	29	111	113	7	2	8	24	23	-	14	23	68	112						
Ga.	6	7	24	81	143	-	0	1	-	1	-	7	83	5	10						
Md.	-	0	0	-	-	-	0	0	-	-	3	6	14	45	39						
N.C.	-	0	0	-	-	-	0	0	-	-	3	5	21	45	45						
S.C.	-	0	0	-	-	-	0	0	-	-	1	1	5	15	15						
Va.	N	0	0	N	N	-	0	0	-	-	6	3	17	34	16						
W. Va.	-	1	14	7	19	-	0	1	4	-	-	0	2	-	-						
E.S. CENTRAL	1	2	11	26	42	1	0	2	4	6	5	14	30	91	87						
Ala.	N	0	0	N	N	-	0	0	-	-	1	5	18	26	43						
Ky.	-	0	3	6	8	-	0	2	-	-	-	1	9	11	6						
Miss.	-	0	0	-	-	-	0	0	-	-	-	1	8	15	13						
Tenn.	1	2	10	20	34	1	0	2	4	6	4	5	12	39	25						
W.S. CENTRAL	2	1	5	20	3	-	0	1	-	2	7	29	57	189	203						
Ark.	1	0	3	1	3	-	0	0	-	2	3	1	7	15	13						
La.	-	0	2	2	-	-	0	1	-	-	3	6	30	43	23						
Okla.	1	0	4	17	-	-	0	0	-	-	1	1	4	14	10						
Tex.	-	0	0	-	-	-	0	0	-	-	-	21	34	117	157						
MOUNTAIN	2	1	7	9	23	-	0	5	1	10	2	8	26	29	67						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	3	16	11	33						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	5	1	9						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	1	-	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Nev.	-	0	2	5	2	-	0	1	1	-	-	1	12	8	18						
N. Mex.	-	0	0	-	-	-	0	0	-	-	2	1	5	9	5						
Utah	2	0	7	3	13	-	0	4	-	8	-	0	2	-	1						
Wyo.	-	0	3	1	8	-	0	2	-	2	-	0	0	-	-						
PACIFIC	-	0	0	-	-	-	0	0	-	-	2	37	52	147	319						
Alaska	-	0	0	-	-	-	0	0	-	-	-	0	4	1	-						
Calif.	N	0	0	N	N	-	0	0	-	-	1	33	45	127	276						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	0	2	1	4						
Oreg.	N	0	0	N	N	-	0	0	-	-	-	0	6	2	2						
Wash.	N	0	0	N	N	-	0	0	-	-	1	2	11	16	37						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
P.R.	N	0	0	N	N	-	0	0	-	-	2	2	11	13	23						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


