
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending May 19, 2007 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	64	254	1,373	2,416	5,321	50	94	199	1,312	1,991	5	29	114	226	424						
N.C.	18	0	112	130	71	19	11	21	188	137	-	6	61	58	253						
S.C.	1	3	11	33	55	-	3	11	46	48	-	0	5	6	5						
Va.	-	2	17	37	74	-	12	31	260	232	1	2	12	12	10						
W. Va.	1	0	19	7	4	-	1	8	32	40	-	0	2	1	1						
E.S. CENTRAL	-	6	24	77	99	1	4	13	60	87	3	6	27	54	48						
Ala.	-	1	17	23	24	-	1	8	-	26	-	1	9	12	12						
Ky.	-	0	5	2	16	1	0	4	8	5	-	0	1	1	-						
Miss.	-	0	9	9	15	-	0	1	-	3	-	0	1	-	-						
Tenn.	-	3	11	43	44	-	2	8	52	53	3	4	22	41	36						
W.S. CENTRAL	-	17	150	172	242	1	15	34	30	313	-	1	55	3	8						
Ark.	-	2	17	36	22	-	0	5	10	14	-	0	47	-	5						
La.	-	0	2	6	7	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	9	1	2	1	0	7	20	24	-	0	18	-	1						
Tex.	-	13	134	129	211	-	14	34	-	275	-	0	6	3	2						
MOUNTAIN	5	33	75	476	1,232	-	2	28	30	55	-	0	4	1	6						
Ariz.	1	6	31	118	246	-	1	10	27	45	-	0	2	-	2						
Colo.	2	7	20	129	464	-	0	0	-	-	-	0	1	-	1						
Idaho	-	1	7	18	27	-	0	24	-	-	-	0	3	1	-						
Mont.	-	1	8	21	44	-	0	2	-	5	-	0	2	-	-						
Nev.	-	0	9	3	32	-	0	1	-	-	-	0	0	-	-						
N. Mex.	-	2	8	13	35	-	0	1	1	4	-	0	1	-	2						
Utah	2	10	48	162	353	-	0	1	1	1	-	0	0	-	-						
Wyo.	-	1	8	12	31	-	0	2	1	-	-	0	1	-	1						
PACIFIC	4	26	546	110	517	8	4	13	78	69	-	0	1	-	1						
Alaska	-	1	8	10	31	3	0	6	30	12	N	0	0	N	N						
Calif.	-	22	225	-	375	5	3	12	48	56	-	0	0	-	-						
Hawaii	-	0	5	8	52	N	0	0	N	N	N	0	0	N	N						
Oreg.	1	1	11	41	59	-	0	4	-	1	-	0	1	-	1						
Wash.	3	0	376	51	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	-	-	-	-	-	-	-	-	-	N	-	-	N	N						
P.R.	-	0	1	-	-	-	1	6	19	39	N	0	0	N	N						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


