Iowa	-	1	8	6	5	-	0	1	2	1	-	0	3	7	4						
Kans.	-	0	2	2	-	-	0	2	-	-	-	0	1	1	-						
Minn.	3	2	190	26	31	-	0	12	7	2	-	0	3	8	2						
Mo.	-	0	2	2	-	-	0	1	2	1	-	0	3	9	8						
Nebr.	-	0	2	-	1	-	0	1	2	-	-	0	1	1	5						
N. Dak.	-	0	0	-	-	-	0	0	-	1	-	0	1	1	1						
S. Dak.	-	0	1	-	-	-	0	0	-	1	-	0	1	1	-						
S. ATLANTIC	11	42	135	615	262	1	5	15	47	83	7	3	9	50	80						
Del.	-	8	28	108	87	-	0	1	1	2	-	0	1	-	2						
D.C.	-	0	7	2	6	-	0	2	1	-	-	0	1	-	-						
Fla.	1	0	3	10	7	-	1	4	13	12	7	1	6	22	32						
Ga.	-	0	1	-	1	-	1	6	4	30	-	0	3	6	6						
Md.	8	21	104	399	149	1	1	4	15	11	-	0	2	11	5						
N.C.	-	0	4	6	8	-	0	4	4	10	-	0	6	4	14						
S.C.	-	0	2	4	1	-	0	2	-	3	-	0	2	5	8						
Va.	2	6	36	82	3	-	1	4	9	14	-	0	2	2	12						
W. Va.	-	0	14	4	-	-	0	1	-	1	-	0	2	-	1						
E.S. CENTRAL	2	0	4	7	1	1	0	3	9	8	-	1	4	16	16						
Ala.	-	0	3	1	1	-	0	2	1	3	-	0	2	3	3						
Ky.	-	0	2	-	-	-	0	1	1	1	-	0	1	1	4						
Miss.	-	0	1	-	-	-	0	1	1	2	-	0	4	4	3						
Tenn.	2	0	2	6	-	1	0	2	6	2	-	0	2	8	6						
W.S. CENTRAL	-	1	6	10	2	-	1	7	3	14	2	1	9	36	29						
Ark.	-	0	0	-	-	-	0	2	-	-	-	0	2	5	5						
La.	-	0	1	2	-	-	0	1	1	1	-	0	4	9	4						
Okla.	-	0	0	-	-	-	0	2	1	2	2	0	3	9	5						
Tex.	-	1	6	8	2	-	1	6	1	11	-	0	9	13	15						
MOUNTAIN	1	0	4	3	3	1	1	6	11	18	1	1	4	32	30						
Ariz.	-	0	2	-	3	-	0	3	4	3	1	0	3	10	9						
Colo.	-	0	1	-	-	-	0	2	4	6	-	0	2	8	10						
Idaho	1	0	2	1	-	-	0	1	-	-	-	0	1	2	1						
Mont.	-	0	1	1	-	-	0	1	1	1	-	0	1	1	-						
Nev.	-	0	1	1	-	-	0	1	-	-	-	0	1	3	3						
N. Mex.	-	0	1	-	-	-	0	1	-	1	-	0	1	1	1						
Utah	-	0	1	-	-	1	0	2	2	7	-	0	2	6	4						
Wyo.	-	0	1	-	-	-	0	0	-	-	-	0	2	1	2						
PACIFIC	3	3	17	37	28	4	4	14	33	51	2	5	11	90	131						
Alaska	-	0	1	2	-	-	0	4	2	4	-	0	1	1	2						
Calif.	3	3	14	30	28	3	2	6	25	40	2	3	9	62	86						
Hawaii	N	0	0	N	N	-	0	2	-	-	-	0	2	2	4						
Oreg.	-	0	3	5	-	1	0	3	5	4	-	0	3	12	20						
Wash.	-	0	3	-	-	-	0	11	1	3	-	0	5	13	19						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	-	-						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	N	0	0	N	N	-	0	1	1	-	-	0	1	3	2						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for meningococcal disease, invasive caused by serogroups A, C, Y, & W-135; serogroup B; other serogroup; and 
unknown serogroup are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


