W.S. CENTRAL	1	3	10	1	1	2	9	19	5	10	1	1	4	1	-						
Ark.	-	0	1	-	-	-	1	4	-	-	-	0	1	-	-						
La.	-	0	1	-	1	-	0	4	-	6	-	0	1	-	-						
Okla.	-	0	3	-	-	1	2	8	1	1	-	0	4	-	-						
Tex.	1	3	10	1	-	1	6	11	4	3	1	0	3	1	-						
MOUNTAIN	1	3	8	4	6	1	2	6	4	3	-	1	4	-	3						
Ariz.	-	1	5	2	3	-	1	3	-	1	-	0	0	-	-						
Colo.	-	1	5	-	2	-	0	2	-	2	-	0	3	-	2						
Idaho	1	0	1	2	-	-	0	2	-	-	-	0	1	-	-						
Mont.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
Nev.	-	0	2	-	-	1	0	3	4	-	-	0	1	-	-						
N. Mex.	-	0	1	-	-	-	0	2	-	-	-	0	2	-	1						
Utah	-	0	2	-	1	-	0	1	-	-	-	0	2	-	-						
Wyo.	-	0	1	-	-	-	0	2	-	-	-	0	0	-	-						
PACIFIC	-	6	17	-	7	-	5	14	-	16	1	1	4	1	2						
Alaska	-	0	1	-	-	-	0	1	-	-	-	0	2	-	-						
Calif.	-	5	16	-	7	-	4	10	-	14	-	1	4	-	1						
Hawaii	-	0	2	-	-	-	0	1	-	-	-	0	0	-	-						
Oreg.	-	0	2	-	-	-	1	4	-	2	1	0	3	1	1						
Wash.	-	1	3	-	-	-	0	6	-	-	-	0	3	-	-						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	2	-	1	-	0	5	-	-	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


