
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending March 30, 2013 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2013
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2013
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2013
Syphillis, primary & secondary cummulative for 2012

tab delimited data:
test
UNITED STATES	183	276	755	4,813	4,997	17	22	46	284	371	62	293	383	2,842	3,633						
Fla.	23	18	59	427	349	2	1	6	31	25	1	25	36	283	352						
Ga.	19	18	56	381	302	3	1	6	27	15	1	11	31	90	174						
Md.	12	7	25	158	175	-	0	3	9	13	-	8	15	78	99						
N.C.	N	0	0	N	N	N	0	0	N	N	-	3	14	-	97						
S.C.	-	6	19	142	152	-	0	3	3	7	-	4	10	64	57						
Va.	N	0	0	N	N	-	0	5	10	7	6	4	40	74	50						
W. Va.	-	5	33	77	95	-	0	2	4	2	-	0	2	-	3						
E.S. CENTRAL	19	22	56	475	472	3	2	5	29	33	1	14	25	98	177						
Ala.	6	2	10	72	36	1	0	3	9	-	-	3	10	23	54						
Ky.	6	4	12	95	76	1	0	1	2	3	-	2	9	24	21						
Miss.	1	3	12	81	71	1	0	2	6	10	1	2	12	23	41						
Tenn.	6	12	37	227	289	-	0	3	12	20	-	5	9	28	61						
W.S. CENTRAL	19	27	337	578	579	2	3	23	36	56	5	42	66	481	508						
Ark.	5	3	22	75	66	-	0	2	1	6	5	3	13	43	61						
La.	2	4	14	87	80	-	0	4	6	7	-	6	20	48	72						
Okla.	N	0	0	N	N	1	0	4	5	10	-	2	5	18	19						
Tex.	12	20	315	416	433	1	2	23	24	33	-	33	47	372	356						
MOUNTAIN	18	29	61	568	622	3	2	7	29	51	-	12	25	81	143						
Ariz.	10	10	41	327	254	2	1	4	16	23	-	3	7	2	57						
Colo.	5	6	22	55	137	-	0	3	-	8	-	4	12	35	38						
Idaho	N	0	N	N	-	-	0	1	2	-	-	0	4	1	6						
Mont.	-	0	4	8	16	-	0	1	2	-	-	0	1	3	-						
Nev.	-	1	8	42	43	-	0	2	1	5	-	2	8	21	21						
N. Mex.	3	5	17	112	95	1	0	4	6	7	-	2	5	11	14						
Utah	-	3	10	15	71	-	0	3	2	8	-	1	3	7	7						
Wyo.	-	0	3	9	6	-	0	1	-	-	-	0	1	1	-						
PACIFIC	1	3	10	42	53	-	0	2	7	9	24	69	104	741	827						
Alaska	-	2	8	26	35	-	0	1	6	9	-	0	2	3	3						
Calif.	N	0	0	N	N	N	0	0	N	N	20	60	86	648	691						
Hawaii	1	1	6	16	18	-	0	1	1	-	-	0	3	1	3						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	5	15	65	47						
Wash.	N	0	0	N	N	N	0	0	N	N	4	4	13	24	83						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	7	7	17	94	51						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


