
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending November 17, 2012 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	185	274	426	12,097	11,387	-	3	10	165	215	11	52	350	3,596	2,043						
Md.	-	4	15	214	87	-	0	0	-	3	-	0	3	26	25						
N.C.	4	2	10	119	199	-	0	4	10	14	-	1	133	477	235						
S.C.	-	0	6	18	136	-	0	1	7	11	-	0	5	35	21						
Va.	1	1	6	81	95	-	0	1	4	3	4	5	35	422	198						
W. Va.	-	0	1	2	5	-	0	0	-	-	-	0	1	1	4						
E.S. CENTRAL	6	21	42	1,009	853	-	0	3	12	14	2	12	57	895	339						
Ala.	1	6	20	275	256	-	0	1	3	4	2	2	11	147	69						
Ky.	-	6	21	304	210	-	0	1	3	3	-	0	7	55	-						
Miss.	1	5	13	257	205	-	0	2	2	1	-	0	4	18	21						
Tenn.	4	3	10	173	182	-	0	1	4	6	-	10	49	675	249						
W.S. CENTRAL	43	50	189	2,175	2,785	-	0	6	5	15	-	12	292	858	603						
Ark.	5	1	7	78	89	-	0	1	3	9	-	9	67	763	496						
La.	1	4	17	168	431	-	0	0	-	-	-	0	1	5	9						
Okla.	20	7	55	452	174	-	0	5	1	3	-	0	260	52	66						
Tex.	17	34	122	1,477	2,091	-	0	1	1	3	-	1	13	38	32						
MOUNTAIN	12	12	30	584	810	-	0	2	10	29	-	1	5	47	57						
Ariz.	12	7	16	331	393	-	0	2	10	28	-	0	4	30	37						
Colo.	-	1	19	65	79	-	0	0	-	-	-	0	1	2	3						
Idaho	-	0	2	9	16	-	0	0	-	-	-	0	2	3	1						
Mont.	-	0	2	11	119	-	0	0	-	-	-	0	1	1	1						
Nev.	-	0	8	49	31	-	0	0	-	-	-	0	0	-	2						
N. Mex.	-	1	7	84	117	-	0	0	-	-	-	0	1	4	-						
Utah	-	0	4	31	53	-	0	0	-	1	-	0	1	5	5						
Wyo.	-	0	3	4	2	-	0	0	-	-	-	0	2	2	8						
PACIFIC	5	18	56	998	1,019	-	0	3	16	2	-	0	3	8	6						
Alaska	-	0	2	8	5	N	0	0	N	N	N	0	0	N	N						
Calif.	5	13	56	783	833	-	0	3	16	2	-	0	1	7	5						
Hawaii	-	0	3	23	45	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	10	82	54	-	0	0	-	-	-	0	1	1	1						
Wash.	-	2	10	102	82	-	0	1	-	-	-	0	3	-	-						
Amer. Samoa	-	0	3	5	1	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	16	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	0	-	6	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


