
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 17, 2009 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	70	184	362	181	228	19	102	168	31	165	1	31	145	4	7						
Del.	-	0	3	-	-	-	0	0	-	-	-	0	5	-	-						
D.C.	-	0	1	-	2	-	0	0	-	-	-	0	2	-	-						
Fla.	13	5	20	20	2	3	0	37	3	77	-	0	3	-	-						
Ga.	-	1	7	-	1	-	5	42	-	8	-	1	8	-	1						
Md.	1	2	8	6	7	-	8	17	-	15	-	1	7	1	1						
N.C.	-	0	15	-	10	-	9	16	4	10	-	3	55	2	-						
S.C.	-	2	11	5	2	-	0	0	-	-	-	1	9	-	-						
Va.	-	3	10	-	5	-	11	24	-	12	-	2	15	-	-						
W. Va.	-	0	2	-	-	-	1	9	-	-	-	0	1	-	-						
E.S. CENTRAL	4	8	29	11	12	4	3	7	4	4	-	3	23	-	-						
Ala.	-	1	5	-	3	-	0	0	-	-	-	1	8	-	-						
Ky.	3	2	11	8	1	4	0	4	4	1	-	0	1	-	-						
Miss.	-	2	5	1	8	-	0	1	-	1	-	0	3	-	-						
Tenn.	1	2	14	2	-	-	2	6	-	2	-	2	19	-	-						
W.S. CENTRAL	-	30	121	1	-	2	1	11	2	-	1	2	41	1	-						
Ark.	-	1	20	-	-	1	0	6	1	-	1	0	14	1	-						
La.	-	1	7	-	-	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	21	-	-	1	0	10	1	-	-	0	26	-	-						
Tex.	-	26	115	1	-	-	0	1	-	-	-	1	6	-	-						
MOUNTAIN	1	15	34	3	18	-	1	8	-	2	-	1	3	-	1						
Ariz.	-	4	10	-	3	N	0	0	N	N	-	0	2	-	-						
Colo.	-	3	7	-	10	-	0	0	-	-	-	0	1	-	-						
Idaho	1	0	5	2	-	-	0	0	-	-	-	0	1	-	-						
Mont.	-	1	11	-	1	-	0	2	-	-	-	0	1	-	-						
Nev.	-	0	7	-	1	-	0	4	-	-	-	0	2	-	-						
N. Mex.	-	1	8	-	-	-	0	3	-	2	-	0	1	-	1						
Utah	-	4	17	1	1	-	0	6	-	-	-	0	1	-	-						
Wyo.	-	0	2	-	2	-	0	3	-	-	-	0	2	-	-						
PACIFIC	-	25	83	3	16	3	3	13	6	4	-	0	1	-	-						
Alaska	-	3	21	3	8	-	0	4	2	2	N	0	0	N	N						
Calif.	-	8	23	-	-	3	3	12	4	2	-	0	1	-	-						
Hawaii	-	0	2	-	2	-	0	0	-	-	N	0	0	N	N						
Oreg.	-	3	10	-	6	-	0	3	-	-	-	0	1	-	-						
Wash.	-	6	63	-	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	0	-	-	-	1	5	-	-	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


