W.S. CENTRAL	1	3	19	71	91	8	9	109	201	280	1	1	14	27	25						
Ark.	-	0	3	-	5	-	1	4	25	37	-	0	1	-	1						
La.	-	0	2	6	2	-	1	5	20	31	-	0	1	3	4						
Okla.	-	0	3	-	1	5	1	19	35	50	-	0	12	13	4						
Tex.	1	2	18	65	83	3	5	87	121	162	1	0	4	11	16						
MOUNTAIN	-	3	8	76	73	-	2	6	52	74	-	1	4	21	30						
Ariz.	-	1	5	39	31	-	0	2	18	29	-	0	0	-	U						
Colo.	-	1	4	12	21	-	0	2	2	13	-	0	2	2	18						
Idaho	-	0	2	5	1	-	0	2	4	4	-	0	2	7	2						
Mont.	-	0	1	4	4	-	0	1	1	-	-	0	0	-	1						
Nev.	-	0	2	6	7	-	0	3	21	15	-	0	1	2	2						
N. Mex.	-	0	1	3	6	-	0	1	2	5	-	0	2	6	5						
Utah	-	0	2	4	3	-	0	1	4	4	-	0	1	4	2						
Wyo.	-	0	3	3	-	-	0	1	-	4	-	0	0	-	-						
PACIFIC	3	5	16	112	174	4	6	20	141	164	2	1	6	33	44						
Alaska	-	0	0	-	2	-	0	1	1	2	-	0	2	-	U						
Calif.	3	4	15	90	130	1	4	16	97	117	1	0	4	14	22						
Hawaii	-	0	2	-	7	-	0	1	-	4	-	0	0	-	U						
Oreg.	-	0	2	11	9	-	1	4	23	23	-	0	3	8	11						
Wash.	-	0	2	11	26	3	0	4	20	18	1	0	6	11	11						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	6	12	4	-	0	6	22	37	-	0	6	21	26						
P.R.	-	0	2	2	18	-	0	5	8	19	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


