
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending January 14, 2012 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	209	250	464	443	868	13	20	41	28	46	53	263	316	101	461						
Okla.	N	0	0	N	N	-	0	0	-	-	-	1	6	-	2						
Tex.	16	25	76	18	33	3	2	9	3	-	-	23	37	-	49						
MOUNTAIN	13	26	72	41	121	-	2	8	1	6	-	12	20	1	19						
Ariz.	13	11	45	27	62	-	1	5	-	2	-	4	10	-	10						
Colo.	-	8	23	10	27	-	0	4	-	1	-	2	6	1	2						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	4	-	-						
Mont.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	2						
Nev.	N	0	0	N	N	N	0	0	N	N	-	2	9	-	5						
N. Mex.	-	4	12	4	17	-	0	2	1	-	-	1	4	-	-						
Utah	-	2	8	-	12	-	0	3	-	3	-	0	2	-	-						
Wyo.	-	0	3	-	3	-	0	0	-	-	-	0	0	-	-						
PACIFIC	4	3	11	5	7	1	0	2	2	-	12	55	74	24	103						
Alaska	4	2	11	5	7	1	0	1	2	-	-	0	2	-	-						
Calif.	N	0	0	N	N	N	0	0	N	N	7	43	62	18	88						
Hawaii	-	0	1	-	-	-	0	1	-	-	-	0	3	-	-						
Oreg.	N	0	0	N	N	N	0	0	N	N	1	4	14	1	2						
Wash.	N	0	0	N	N	N	0	0	N	N	4	5	11	5	13						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	4	4	15	4	2						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


