Mo.	-	1	8	2	14	-	0	2	1	-	-	0	2	1	4						
Nebr.	-	0	2	4	-	-	0	2	-	-	-	0	1	1	1						
N. Dak.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	1	1	-	0	1	-	1	-	0	2	1	-						
S. ATLANTIC	1	11	25	81	94	1	63	180	280	390	-	7	16	63	59						
Del.	-	0	2	-	5	1	10	30	53	100	-	0	1	-	1						
D.C.	N	0	0	N	N	N	0	0	N	N	-	0	0	-	2						
Fla.	1	4	11	40	40	-	2	6	14	22	-	1	3	16	16						
Ga.	-	1	3	7	11	-	0	5	6	3	-	1	5	10	3						
Md.	-	2	6	10	15	-	28	98	160	166	-	2	8	30	16						
N.C.	-	1	8	13	6	-	0	29	7	1	-	0	8	-	2						
S.C.	-	0	3	1	4	-	1	3	-	6	-	0	2	-	3						
Va.	-	2	4	9	8	-	17	111	37	81	-	1	4	7	16						
W. Va.	-	0	3	1	5	-	1	10	3	11	-	0	1	-	-						
E.S. CENTRAL	-	2	7	13	12	-	1	5	4	5	-	0	4	5	4						
Ala.	-	0	2	1	2	-	0	2	1	1	-	0	2	-	2						
Ky.	-	0	4	3	4	-	0	4	2	2	-	0	2	3	1						
Miss.	-	0	2	1	1	-	0	1	-	1	-	0	1	-	1						
Tenn.	-	1	3	8	5	-	0	4	1	1	-	0	2	2	-						
W.S. CENTRAL	-	4	31	23	21	-	1	6	1	5	-	1	10	1	9						
Ark.	-	0	3	2	1	-	0	0	-	-	-	0	1	-	-						
La.	-	0	3	6	3	-	0	1	-	1	-	0	2	1	-						
Okla.	-	0	9	-	-	-	0	0	-	-	-	0	4	-	4						
Tex.	-	3	28	15	17	-	1	6	1	4	-	1	10	-	5						
MOUNTAIN	-	2	7	17	18	-	0	5	4	6	-	1	6	4	11						
Ariz.	-	0	3	1	6	-	0	2	-	1	-	0	3	1	1						
Colo.	-	0	3	4	5	-	0	0	-	-	-	0	3	-	4						
Idaho	-	0	2	3	1	-	0	3	4	2	-	0	1	-	1						
Mont.	-	0	1	1	-	-	0	1	-	-	-	0	0	-	-						
Nev.	-	0	2	2	3	-	0	2	-	1	-	0	1	3	4						
N. Mex.	-	0	2	2	-	-	0	1	-	-	-	0	1	-	-						
Utah	-	0	5	4	2	-	0	1	-	1	-	0	2	-	1						
Wyo.	-	0	1	-	1	-	0	1	-	1	-	0	0	-	-						
PACIFIC	3	3	16	38	41	-	2	8	11	33	-	2	7	8	18						
Alaska	-	0	0	-	-	-	0	1	-	3	-	0	1	-	1						
Calif.	1	2	10	24	31	-	1	4	5	19	-	1	5	4	15						
Hawaii	-	0	1	1	-	N	0	0	N	N	-	0	1	-	1						
Oreg.	-	0	3	6	10	-	1	6	6	11	-	0	2	-	1						
Wash.	2	0	9	7	-	-	0	4	-	-	-	0	5	4	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
V.I.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


