
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 26, 2008 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2008
Pertussis cummulative for 2007
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2008
Rabies, animal cummulative for 2007
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2008
Rocky Mountain Spotted Fever cummulative for 2007

tab delimited data:
test
UNITED STATES	59	172	294	253	669	18	107	191	114	254	3	33	148	12	25						
W.N. CENTRAL	7	12	65	36	53	1	4	13	1	9	-	5	37	5	3						
Iowa	-	2	8	-	21	-	0	3	-	1	-	0	4	-	-						
Kans.	-	2	8	-	20	-	2	7	-	5	-	0	2	-	2						
Minn.	-	0	53	-	-	-	0	6	-	2	-	0	1	-	-						
Mo.	5	2	12	29	4	-	0	3	-	1	-	5	29	5	1						
Nebr.	2	1	12	6	2	-	0	0	-	-	-	0	2	-	-						
N. Dak.	-	0	4	-	-	1	0	5	1	-	-	0	0	-	-						
S. Dak.	-	0	7	1	6	-	0	2	-	-	-	0	1	-	-						
S. ATLANTIC	9	16	48	32	57	7	39	156	64	105	1	15	112	5	6						
Del.	-	0	2	-	-	-	0	0	-	-	-	0	2	-	1						
D.C.	-	0	1	-	1	-	0	0	-	-	-	0	1	-	-						
Fla.	1	3	17	6	16	1	0	124	8	-	-	0	3	-	-						
Ga.	-	0	3	-	6	-	5	12	11	14	-	0	6	2	2						
Md.	-	2	6	5	15	-	8	18	8	28	1	1	4	2	2						
N.C.	8	4	34	18	-	6	9	19	25	22	-	5	96	1	-						
S.C.	-	1	11	1	8	-	0	11	-	6	-	0	7	-	-						
Va.	-	2	11	2	11	-	13	31	12	30	-	2	11	-	1						
W. Va.	-	0	12	-	-	-	0	11	-	5	-	0	3	-	-						
E.S. CENTRAL	1	6	35	14	29	-	3	6	1	9	1	5	16	1	9						
Ala.	-	1	6	4	9	-	0	0	-	-	-	1	10	-	5						
Ky.	-	0	4	1	1	-	0	3	1	4	-	0	2	-	-						
Miss.	-	2	32	7	11	-	0	1	-	-	-	0	2	-	1						
Tenn.	1	1	5	2	8	-	2	6	-	5	1	2	10	1	3						
W.S. CENTRAL	1	20	48	9	8	-	1	23	3	2	-	1	30	-	-						
Ark.	-	1	17	-	-	-	1	3	3	-	-	0	15	-	-						
La.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	26	-	-	-	0	22	-	2	-	0	20	-	-						
Tex.	1	16	33	9	7	-	0	0	-	-	-	1	5	-	-						
MOUNTAIN	-	21	40	15	88	-	3	14	4	2	-	0	4	-	-						
Ariz.	-	3	13	1	27	-	2	12	4	2	-	0	1	-	-						
Colo.	-	6	14	5	29	-	0	0	-	-	-	0	2	-	-						
Idaho	-	0	4	-	5	-	0	0	-	-	-	0	1	-	-						
Mont.	-	1	7	3	2	-	0	3	-	-	-	0	1	-	-						
Nev.	-	0	6	-	4	-	0	2	-	-	-	0	0	-	-						
N. Mex.	-	1	7	-	4	-	0	2	-	-	-	0	1	-	-						
Utah	-	6	27	6	9	-	0	2	-	-	-	0	0	-	-						
Wyo.	-	0	4	-	8	-	0	4	-	-	-	0	2	-	-						
PACIFIC	3	14	99	12	30	-	4	10	7	10	-	0	2	-	-						
Alaska	-	0	6	4	8	-	0	6	4	7	N	0	0	N	N						
Calif.	-	6	18	-	12	-	3	8	3	3	-	0	2	-	-						
Hawaii	-	0	1	-	1	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	14	5	8	-	0	3	-	-	-	0	1	-	-						
Wash.	3	3	84	3	1	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	-	-	-	0	5	1	6	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


