
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending April 14, 2012 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	114	276	567	4,718	6,318	5	21	45	297	444	73	267	308	3,144	3,940						
W.S. CENTRAL	3	31	163	558	737	1	3	10	46	71	21	39	53	566	466						
Ark.	-	4	14	70	101	-	0	3	6	10	7	4	15	76	46						
La.	-	2	14	48	91	-	0	2	4	8	1	8	25	76	75						
Okla.	N	0	0	N	N	-	0	0	-	-	-	1	6	15	15						
Tex.	3	24	149	440	545	1	2	10	36	53	13	23	38	399	330						
MOUNTAIN	10	28	47	481	857	-	2	5	38	63	-	11	20	123	180						
Ariz.	9	11	27	295	401	-	1	4	23	26	-	5	11	55	72						
Colo.	-	8	18	95	217	-	0	3	9	14	-	2	6	32	37						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	4	6	2						
Mont.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	5						
Nev.	N	0	0	N	N	N	0	0	N	N	-	2	7	17	40						
N. Mex.	-	5	11	82	156	-	0	2	6	12	-	1	4	9	20						
Utah	-	1	8	-	72	-	0	2	-	11	-	0	2	4	4						
Wyo.	1	0	3	9	11	-	0	0	-	-	-	0	0	-	-						
PACIFIC	1	2	9	39	63	-	0	2	10	2	2	52	74	662	845						
Alaska	1	2	9	38	62	-	0	2	10	2	-	0	2	3	-						
Calif.	N	0	0	N	N	N	0	0	N	N	-	46	64	573	696						
Hawaii	-	0	1	1	1	-	0	1	-	-	-	0	3	1	6						
Oreg.	N	0	0	N	N	N	0	0	N	N	1	2	7	40	26						
Wash.	N	0	0	N	N	N	0	0	N	N	1	5	12	45	117						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	2	4	15	60	66						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


