
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending January 10, 2009 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2009
Syphillis, primary & secondary cummulative for 2008

tab delimited data:
test
UNITED STATES	64	54	105	64	89	4	8	23	4	10	97	238	300	97	164						
La.	-	1	6	-	2	-	0	1	-	2	-	10	31	-	2						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	5	-	5						
Tex.	-	0	0	-	-	-	0	0	-	-	-	26	47	-	23						
MOUNTAIN	-	2	14	-	-	-	0	4	-	-	3	9	16	3	6						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	5	13	-	2						
Colo.	-	0	0	-	-	-	0	0	-	-	1	2	7	1	-						
Idaho	N	0	1	N	N	N	0	1	N	N	-	0	2	-	-						
Mont.	-	0	1	-	-	-	0	0	-	-	-	0	7	-	-						
Nev.	N	0	1	N	N	N	0	0	N	N	-	1	6	-	1						
N. Mex.	-	0	1	-	-	-	0	0	-	-	2	1	4	2	3						
Utah	-	2	13	-	-	-	0	4	-	-	-	0	2	-	-						
Wyo.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
PACIFIC	-	0	1	-	-	-	0	1	-	-	5	44	64	5	34						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	-	-						
Calif.	N	0	0	N	N	N	0	0	N	N	3	40	58	3	26						
Hawaii	-	0	1	-	-	-	0	1	-	-	-	0	2	-	1						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	3	-	2						
Wash.	N	0	0	N	N	N	0	0	N	N	2	3	9	2	5						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	-	3	11	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


