
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending March 17, 2012 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	97	264	386	1,946	1,686	-	3	13	20	11	2	31	137	98	60						
Miss.	1	5	24	62	19	-	0	0	-	-	-	0	2	-	2						
Tenn.	-	4	11	33	27	-	0	2	-	-	-	4	20	12	4						
W.S. CENTRAL	18	55	146	347	262	-	0	3	-	-	-	3	52	10	1						
Ark.	1	2	7	13	4	-	0	3	-	-	-	2	52	6	-						
La.	-	4	21	27	30	-	0	0	-	-	-	0	2	1	-						
Okla.	-	4	28	75	20	-	0	1	-	-	-	0	25	2	-						
Tex.	17	45	116	232	208	-	0	1	-	-	-	0	4	1	1						
MOUNTAIN	1	13	42	54	158	-	0	3	1	6	-	1	7	7	12						
Ariz.	1	6	28	35	46	-	0	3	1	6	-	0	6	3	12						
Colo.	-	1	8	4	18	-	0	0	-	-	-	0	1	-	-						
Idaho	-	0	3	2	6	-	0	0	-	-	-	0	2	2	-						
Mont.	-	1	15	3	40	-	0	0	-	-	-	0	1	-	-						
Nev.	-	0	4	1	6	-	0	0	-	-	-	0	1	-	-						
N. Mex.	-	2	6	8	35	-	0	0	-	-	-	0	0	-	-						
Utah	-	1	4	1	7	-	0	0	-	-	-	0	1	2	-						
Wyo.	-	0	1	-	-	-	0	0	-	-	-	0	2	-	-						
PACIFIC	12	19	44	137	222	-	0	2	2	-	-	0	1	2	-						
Alaska	-	0	2	3	1	N	0	0	N	N	N	0	0	N	N						
Calif.	7	14	41	109	186	-	0	2	2	-	-	0	1	2	-						
Hawaii	-	0	3	1	17	N	0	0	N	N	N	0	0	N	N						
Oreg.	1	1	4	13	10	-	0	0	-	-	-	0	0	-	-						
Wash.	4	1	12	11	8	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	0	-	1	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	1	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	1	-	-	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


