
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 27, 2006 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	8,614	18,816	35,170	366,399	388,331	110	112	1,643	3,426	1,578	26	70	860	912	815						
Ind.	-	393	553	7,202	8,190	N	0	0	N	N	2	1	13	19	11						
Mich.	534	630	9,888	19,459	10,472	-	0	3	10	4	-	2	7	31	26						
Ohio	102	815	1,445	14,645	18,588	-	0	1	5	-	4	5	109	80	50						
Wis.	86	400	531	7,622	8,370	N	0	0	N	N	-	4	38	41	66						
W.N. CENTRAL	274	1,121	1,458	21,980	23,853	-	0	12	-	3	3	9	52	141	120						
Iowa	-	146	225	3,192	2,868	N	0	0	N	N	-	1	11	12	21						
Kans.	155	153	269	3,391	3,015	N	0	0	N	N	1	1	5	19	10						
Minn.	-	231	298	3,961	5,077	-	0	12	-	3	2	3	22	62	32						
Mo.	-	428	525	7,726	9,088	-	0	1	-	-	-	2	37	30	42						
Nebr.	67	96	176	2,021	2,069	N	0	1	N	N	-	0	3	5	4						
N. Dak.	-	32	54	611	611	N	0	0	N	N	-	0	4	1	-						
S. Dak.	52	52	117	1,078	1,125	N	0	0	N	N	-	0	4	12	11						
S. ATLANTIC	2,264	3,286	4,905	67,784	71,821	-	0	1	2	-	9	15	54	251	156						
Del.	77	68	92	1,442	1,339	N	0	0	N	N	-	0	2	-	-						
D.C.	52	59	101	913	1,581	-	0	0	-	-	-	0	3	7	2						
Fla.	789	878	1,091	18,661	17,490	N	0	0	N	N	5	6	28	98	59						
Ga.	25	600	2,142	8,290	12,191	-	0	0	-	-	3	3	12	81	42						
Md.	-	356	519	6,859	7,205	-	0	1	2	-	-	0	4	9	7						
N.C.	634	569	1,772	14,574	13,775	N	0	0	N	N	-	1	10	29	21						
S.C.	233	271	1,306	7,055	7,623	-	0	0	-	-	1	0	4	9	9						
Va.	435	425	840	8,537	9,670	N	0	0	N	N	-	1	8	16	12						
W. Va.	19	57	224	1,453	947	N	0	0	N	N	-	0	3	2	4						
E.S. CENTRAL	1,069	1,373	2,188	28,312	28,117	-	0	0	-	-	1	3	29	32	20						
Ala.	-	361	1,048	7,874	4,904	N	0	0	N	N	1	0	4	13	8						
Ky.	114	157	336	3,810	4,450	N	0	0	N	N	-	1	25	8	8						
Miss.	521	378	647	6,921	9,343	-	0	0	-	-	-	0	1	1	-						
Tenn.	434	468	614	9,707	9,420	N	0	0	N	N	-	1	4	10	4						
W.S. CENTRAL	649	2,146	3,605	42,716	46,018	-	0	1	-	-	1	3	30	54	24						
Ark.	99	169	340	3,192	3,604	-	0	0	-	-	1	0	2	6	1						
La.	296	295	761	6,714	7,326	-	0	1	-	N	-	0	21	7	3						
Okla.	-	230	2,159	4,347	4,368	N	0	0	N	N	-	1	10	12	7						
Tex.	254	1,361	1,812	28,463	30,720	N	0	0	N	N	-	1	19	29	13						
MOUNTAIN	567	1,094	1,839	18,561	26,079	97	88	452	2,560	978	-	2	9	30	47						
Ariz.	430	364	642	7,255	9,458	96	85	448	2,521	930	-	0	1	3	4						
Colo.	-	232	482	2,211	6,144	N	0	0	N	N	-	1	3	9	17						
Idaho	136	52	235	1,329	761	N	0	0	N	N	-	0	2	3	4						
Mont.	1	42	195	790	932	N	0	0	N	N	-	0	2	6	5						
Nev.	-	117	432	1,615	2,997	-	1	4	18	33	-	0	1	3	6						
N. Mex.	-	164	338	3,191	3,580	-	0	2	1	10	-	0	3	-	5						
Utah	-	88	136	1,601	1,772	1	0	3	18	4	-	0	3	6	4						
Wyo.	-	25	55	569	435	-	0	2	2	1	-	0	1	-	2						
PACIFIC	1,829	3,239	5,079	63,982	66,952	13	32	1,179	848	592	1	4	52	26	119						
Alaska	61	83	152	1,645	1,636	-	0	0	-	-	-	0	2	1	-						
Calif.	1,165	2,524	4,231	48,932	51,811	13	32	1,179	848	592	-	2	14	-	81						
Hawaii	-	107	135	2,095	2,188	N	0	0	N	N	-	0	1	-	-						
Oreg.	237	178	315	3,921	3,541	N	0	0	N	N	1	1	20	25	19						
Wash.	366	357	604	7,389	7,776	N	0	0	N	N	-	0	38	-	19						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	109	-	0	0	-	-	-	0	0	-	-						
P.R.	-	77	162	1,877	1,726	N	0	0	N	N	N	0	0	N	N						
V.I.	-	3	7	-	145	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


