
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending April 18, 2009 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2009
Syphillis, primary & secondary cummulative for 2008

tab delimited data:
test
UNITED STATES	40	57	108	1,110	1,249	9	8	22	163	151	106	252	379	3,303	3,473						
Minn.	-	0	0	-	-	-	0	0	-	-	-	2	6	16	31						
Mo.	-	1	4	24	49	-	0	1	3	1	1	3	10	51	81						
Nebr.	-	0	0	-	-	-	0	0	-	-	-	0	2	3	4						
N. Dak.	-	0	2	4	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	2	-	3	-	0	0	-	3	-	0	1	-	-						
S. ATLANTIC	23	22	51	574	504	5	4	14	77	70	30	59	197	775	640						
Del.	-	0	1	7	1	-	0	0	-	-	3	0	4	11	1						
D.C.	N	0	0	N	N	N	0	0	N	N	-	2	9	46	33						
Fla.	22	14	36	369	271	5	3	13	56	40	-	19	38	301	252						
Ga.	-	7	23	147	182	-	1	5	20	25	-	13	169	87	83						
Md.	-	0	1	4	4	-	0	0	-	1	7	8	16	93	92						
N.C.	N	0	0	N	N	N	0	0	N	N	8	6	19	130	71						
S.C.	-	0	0	-	-	-	0	0	-	-	-	2	6	19	25						
Va.	N	0	0	N	N	N	0	0	N	N	12	4	16	87	82						
W. Va.	1	1	13	47	46	-	0	2	1	4	-	0	1	1	1						
E.S. CENTRAL	4	5	25	138	135	-	1	4	17	17	19	22	36	339	301						
Ala.	N	0	0	N	N	N	0	0	N	N	3	8	17	125	132						
Ky.	-	1	6	36	30	-	0	2	4	4	2	1	10	21	20						
Miss.	-	0	2	-	-	-	0	1	-	-	7	3	18	59	34						
Tenn.	4	3	22	102	105	-	0	3	13	13	7	8	19	134	115						
W.S. CENTRAL	1	2	7	39	45	-	0	3	8	8	8	45	80	637	583						
Ark.	-	0	5	20	6	-	0	3	5	2	4	4	35	81	26						
La.	1	1	6	19	39	-	0	1	3	6	-	11	33	128	133						
Okla.	N	0	0	N	N	N	0	0	N	N	4	1	7	18	26						
Tex.	-	0	0	-	-	-	0	0	-	-	-	28	40	410	398						
MOUNTAIN	2	3	7	50	49	2	0	3	9	4	3	9	18	68	167						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	5	13	19	96						
Colo.	-	0	0	-	-	-	0	0	-	-	1	1	5	4	33						
Idaho	N	0	1	N	N	N	0	1	N	N	-	0	2	2	1						
Mont.	-	0	1	-	-	-	0	0	-	-	-	0	7	-	-						
Nev.	2	1	4	22	22	2	0	1	5	1	2	1	7	31	22						
N. Mex.	-	0	1	-	-	-	0	0	-	-	-	1	5	12	6						
Utah	-	1	6	22	27	-	0	3	4	3	-	0	2	-	9						
Wyo.	-	0	2	6	-	-	0	0	-	-	-	0	1	-	-						
PACIFIC	-	0	1	2	1	-	0	1	-	1	8	46	71	547	718						
Alaska	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Calif.	N	0	0	N	N	N	0	0	N	N	6	41	65	486	645						
Hawaii	-	0	1	2	1	-	0	1	-	1	-	0	3	10	9						
Oreg.	N	0	0	N	N	N	0	0	N	N	1	0	3	9	6						
Wash.	N	0	0	N	N	N	0	0	N	N	1	3	9	42	58						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	2	3	11	49	39						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


