
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 9, 2010 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type A cummulative for 2009
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type B cummulative for 2009
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2010
Hepatitis (Viral Acute), Type C cummulative for 2009

tab delimited data:
test
UNITED STATES	8	35	57	8	31	17	61	89	17	77	2	17	36	2	18						
D.C.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Fla.	1	4	9	1	4	5	6	13	5	6	-	1	4	-	-						
Ga.	-	1	3	-	2	2	3	9	2	9	-	0	3	-	1						
Md.	-	1	4	-	1	-	1	5	-	-	1	1	3	1	1						
N.C.	-	0	7	-	-	-	0	19	-	-	-	0	10	-	-						
S.C.	-	1	4	-	-	-	1	4	-	-	-	0	1	-	-						
Va.	-	1	3	-	-	-	1	6	-	-	-	0	2	-	-						
W. Va.	-	0	2	-	-	-	0	19	-	-	-	0	2	-	-						
E.S. CENTRAL	-	1	4	-	4	3	7	11	3	11	-	2	6	-	4						
Ala.	-	0	2	-	1	1	1	7	1	2	-	0	2	-	-						
Ky.	-	0	2	-	-	2	2	6	2	4	-	1	5	-	2						
Miss.	-	0	2	-	2	-	1	2	-	1	-	0	0	-	-						
Tenn.	-	0	2	-	1	-	2	5	-	4	-	0	3	-	2						
W.S. CENTRAL	-	3	10	-	-	3	9	19	3	4	-	1	4	-	-						
Ark.	-	0	1	-	-	-	1	4	-	-	-	0	1	-	-						
La.	-	0	1	-	-	-	0	4	-	2	-	0	1	-	-						
Okla.	-	0	3	-	-	-	2	8	-	-	-	0	4	-	-						
Tex.	-	3	10	-	-	3	6	11	3	2	-	0	3	-	-						
MOUNTAIN	2	3	8	2	4	-	2	6	-	2	-	1	4	-	2						
Ariz.	2	1	5	2	2	-	1	3	-	-	-	0	0	-	-						
Colo.	-	1	5	-	1	-	0	2	-	2	-	0	3	-	1						
Idaho	-	0	1	-	-	-	0	2	-	-	-	0	1	-	-						
Mont.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
Nev.	-	0	2	-	-	-	0	3	-	-	-	0	1	-	-						
N. Mex.	-	0	1	-	-	-	0	2	-	-	-	0	2	-	1						
Utah	-	0	2	-	1	-	0	1	-	-	-	0	2	-	-						
Wyo.	-	0	1	-	-	-	0	2	-	-	-	0	0	-	-						
PACIFIC	-	5	17	-	1	-	6	14	-	11	-	1	4	-	1						
Alaska	-	0	1	-	-	-	0	1	-	-	-	0	2	-	-						
Calif.	-	5	16	-	1	-	4	10	-	10	-	1	4	-	-						
Hawaii	-	0	2	-	-	-	0	1	-	-	-	0	0	-	-						
Oreg.	-	0	2	-	-	-	1	4	-	1	-	0	2	-	1						
Wash.	-	1	3	-	-	-	1	5	-	-	-	0	3	-	-						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	2	-	-	-	0	5	-	-	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


