
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending January 24, 2009 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2009
Syphillis, primary & secondary cummulative for 2008

tab delimited data:
test
UNITED STATES	31	52	105	150	290	1	8	23	10	31	93	242	303	390	633						
W.S. CENTRAL	-	2	7	6	8	-	0	2	1	2	4	42	63	29	116						
Ark.	-	0	4	5	-	-	0	1	1	-	3	2	19	19	4						
La.	-	1	6	1	8	-	0	1	-	2	1	10	31	7	25						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	5	3	10						
Tex.	-	0	0	-	-	-	0	0	-	-	-	26	47	-	77						
MOUNTAIN	-	2	14	-	4	-	0	4	-	1	-	9	16	6	28						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	5	13	-	13						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	7	3	6						
Idaho	N	0	1	N	N	N	0	1	N	N	-	0	2	-	-						
Mont.	-	0	1	-	-	-	0	0	-	-	-	0	7	-	-						
Nev.	N	0	1	N	N	N	0	0	N	N	-	1	6	1	5						
N. Mex.	-	0	1	-	-	-	0	0	-	-	-	1	4	2	4						
Utah	-	1	13	-	4	-	0	4	-	1	-	0	2	-	-						
Wyo.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
PACIFIC	-	0	1	2	1	-	0	1	-	1	6	44	64	37	142						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	-	-						
Calif.	N	0	0	N	N	N	0	0	N	N	4	40	58	27	124						
Hawaii	-	0	1	2	1	-	0	1	-	1	-	0	3	4	3						
Oreg.	N	0	0	N	N	N	0	0	N	N	2	0	3	2	2						
Wash.	N	0	0	N	N	N	0	0	N	N	-	3	9	4	13						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	1	3	11	4	1						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


