S. ATLANTIC	20	36	97	922	1,122	25	17	94	373	249	164	252	514	3,497	3,942						
Del.	-	0	0	-	-	-	0	2	5	2	1	2	9	34	38						
D.C.	-	0	0	-	-	-	0	1	-	-	2	1	7	29	20						
Fla.	-	0	25	78	201	1	0	3	12	9	82	95	230	1,535	1,446						
Ga.	-	2	42	85	144	-	1	7	21	44	24	30	87	532	571						
Md.	-	8	14	154	176	-	1	6	18	19	5	11	39	206	278						
N.C.	9	8	20	185	243	23	6	87	295	142	33	32	114	540	536						
S.C.	-	3	11	70	101	-	1	6	4	20	9	20	73	290	623						
Va.	11	10	27	301	237	1	2	10	17	10	8	19	66	293	371						
W. Va.	-	1	13	49	20	-	0	2	1	3	-	3	19	38	59						
E.S. CENTRAL	5	5	16	171	66	4	5	24	62	60	29	53	115	815	889						
Ala.	1	1	7	37	37	2	0	9	18	16	14	14	41	323	215						
Ky.	-	0	5	7	7	-	0	1	-	-	1	8	27	152	144						
Miss.	-	0	1	-	-	-	0	3	-	2	-	10	62	94	213						
Tenn.	4	2	11	127	22	2	3	18	44	42	14	14	41	246	317						
W.S. CENTRAL	2	14	34	385	510	-	1	161	19	23	61	80	922	1,286	1,389						
Ark.	1	0	3	18	18	-	0	32	16	12	13	13	43	325	272						
La.	-	0	0	-	-	-	0	1	-	5	-	9	43	145	321						
Okla.	1	1	9	31	50	-	0	154	1	5	11	7	48	149	145						
Tex.	-	12	29	336	442	-	0	8	2	1	37	45	839	667	651						
MOUNTAIN	1	4	16	66	124	2	0	6	6	18	19	48	110	858	913						
Ariz.	-	2	11	55	97	-	0	6	2	12	-	13	67	197	263						
Colo.	-	0	2	-	11	-	0	1	-	1	-	12	45	271	209						
Idaho	-	0	12	-	-	-	0	2	-	1	5	2	8	56	75						
Mont.	-	0	3	7	-	-	0	0	-	1	5	2	16	66	37						
Nev.	-	0	2	-	1	-	0	0	-	-	-	3	8	48	83						
N. Mex.	-	0	1	-	3	-	0	1	-	2	-	3	13	56	103						
Utah	1	0	5	3	-	2	0	0	2	-	5	5	30	132	122						
Wyo.	-	0	2	1	12	-	0	1	2	1	4	1	12	32	21						
PACIFIC	3	3	15	86	80	-	0	1	2	1	112	102	426	1,992	2,077						
Alaska	-	0	4	13	1	-	0	0	-	-	2	1	7	37	22						
Calif.	3	3	15	71	77	-	0	1	2	-	95	84	292	1,497	1,578						
Hawaii	-	0	0	-	-	-	0	0	-	-	2	5	15	100	123						
Oreg.	-	0	1	2	2	-	0	1	-	1	1	7	25	175	181						
Wash.	U	0	0	U	U	N	0	0	N	N	12	9	124	183	173						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	1	2	U	1						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	4	-	18						
P.R.	1	2	6	53	40	N	0	0	N	N	4	7	35	59	242						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


