
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending February 16, 2013 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2013
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2013
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2013
Syphillis, primary & secondary cummulative for 2012

tab delimited data:
test
UNITED STATES	236	259	612	2,561	2,577	17	20	39	115	167	53	290	368	1,253	1,902						
N.C.	N	0	0	N	N	N	0	0	N	N	-	5	21	-	55						
S.C.	1	6	17	71	83	-	0	3	2	4	-	4	9	25	35						
Va.	N	0	0	N	N	-	0	0	4	5	4	4	40	28	28						
W. Va.	-	5	33	43	39	-	0	2	2	6	-	0	2	-	-						
E.S. CENTRAL	24	22	56	249	249	1	2	5	12	16	3	14	25	24	78						
Ala.	4	2	10	40	19	1	0	3	4	-	-	4	10	-	26						
Ky.	8	4	12	51	37	-	0	1	-	-	3	2	9	9	10						
Miss.	-	3	12	27	30	-	0	2	3	5	-	2	12	8	18						
Tenn.	12	12	37	131	163	-	0	3	5	11	-	5	14	7	24						
W.S. CENTRAL	49	26	310	296	256	2	2	19	14	23	-	43	66	226	282						
Ark.	8	3	21	35	31	-	0	3	-	2	-	3	13	17	46						
La.	1	4	14	40	40	-	0	4	3	3	-	6	20	18	31						
Okla.	N	0	0	N	N	-	0	0	-	-	-	2	5	12	11						
Tex.	40	20	289	221	185	2	2	19	11	18	-	33	48	179	194						
MOUNTAIN	19	29	57	333	321	2	2	7	15	20	2	12	25	51	74						
Ariz.	8	9	36	174	141	1	1	3	9	10	-	3	8	2	26						
Colo.	2	8	22	47	60	-	0	3	-	2	1	4	12	22	25						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	4	1	4						
Mont.	1	0	4	5	11	1	0	1	1	-	-	0	1	1	-						
Nev.	4	1	8	26	24	-	0	2	-	3	-	2	8	16	10						
N. Mex.	4	5	17	63	46	-	0	4	3	4	1	2	5	7	5						
Utah	-	3	10	15	35	-	0	3	2	1	-	0	3	2	4						
Wyo.	-	0	2	3	4	-	0	1	-	-	-	0	1	-	-						
PACIFIC	3	4	10	18	27	-	0	2	4	7	12	67	98	356	431						
Alaska	3	2	8	16	17	-	0	1	3	7	-	0	2	3	2						
Calif.	N	0	0	N	N	N	0	0	N	N	10	58	81	311	362						
Hawaii	-	1	6	2	10	-	0	1	1	-	-	0	2	-	2						
Oreg.	N	0	0	N	N	N	0	0	N	N	2	3	11	28	19						
Wash.	N	0	0	N	N	N	0	0	N	N	-	4	10	14	46						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	8	5	17	40	28						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


