
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending March 28, 2009 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	92	212	1,070	2,101	1,701	19	91	161	488	873	6	42	145	143	49						
Tex.	-	27	220	123	94	-	0	1	-	1	-	1	6	-	3						
MOUNTAIN	8	14	31	155	229	-	2	9	21	10	-	1	3	1	2						
Ariz.	3	2	10	21	63	N	0	0	N	N	-	0	2	-	1						
Colo.	4	3	13	42	50	-	0	0	-	-	-	0	1	-	-						
Idaho	1	1	5	15	6	-	0	0	-	-	-	0	1	-	-						
Mont.	-	0	8	5	39	-	0	4	9	-	-	0	1	-	-						
Nev.	-	0	7	6	3	-	0	4	-	-	-	0	2	-	-						
N. Mex.	-	2	10	18	7	-	0	3	6	8	-	0	1	-	1						
Utah	-	4	19	48	57	-	0	6	-	-	-	0	1	1	-						
Wyo.	-	0	2	-	4	-	0	4	6	2	-	0	2	-	-						
PACIFIC	11	25	81	120	146	3	4	13	30	23	-	0	1	-	-						
Alaska	2	3	21	22	21	-	0	2	6	10	N	0	0	N	N						
Calif.	-	7	23	13	46	3	3	12	24	13	-	0	1	-	-						
Hawaii	-	0	3	5	3	-	0	0	-	-	N	0	0	N	N						
Oreg.	-	3	16	39	33	-	0	2	-	-	-	0	1	-	-						
Wash.	9	6	77	41	43	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	0	-	-	1	1	5	10	11	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


