
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending March 23, 2013 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2013
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2013
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2013
Syphillis, primary & secondary cummulative for 2012

tab delimited data:
test
UNITED STATES	248	275	757	4,519	4,673	16	23	46	253	339	79	293	382	2,593	3,349						
E.S. CENTRAL	29	23	60	458	455	3	2	5	26	30	10	14	25	96	155						
Ala.	6	2	10	65	34	-	0	3	8	-	1	4	10	23	49						
Ky.	8	4	12	88	73	1	0	1	1	3	1	2	9	24	18						
Miss.	1	3	12	78	66	-	0	2	5	10	7	2	12	21	33						
Tenn.	14	12	41	227	282	2	0	3	12	17	1	5	9	28	55						
W.S. CENTRAL	32	27	338	529	522	2	3	23	33	49	22	42	66	473	474						
Ark.	6	3	23	70	61	-	0	2	1	6	2	3	13	38	58						
La.	2	4	14	76	73	-	0	4	6	7	-	6	20	45	67						
Okla.	N	0	0	N	N	1	0	4	4	6	-	2	5	18	17						
Tex.	24	20	315	383	388	1	2	23	22	30	20	33	47	372	332						
MOUNTAIN	28	29	61	544	572	2	2	7	25	45	2	12	25	75	135						
Ariz.	26	9	40	312	237	2	1	4	14	21	-	3	7	2	52						
Colo.	-	6	22	50	124	-	0	3	-	7	-	4	12	34	38						
Idaho	N	0	N	N	-	-	0	1	1	-	-	0	4	1	6						
Mont.	-	0	4	8	16	-	0	1	2	-	1	0	1	3	-						
Nev.	-	1	8	41	35	-	0	2	1	3	1	2	8	21	20						
N. Mex.	-	5	17	108	88	-	0	4	5	7	-	2	5	7	12						
Utah	-	3	10	15	66	-	0	3	2	7	-	1	3	6	7						
Wyo.	2	0	4	10	6	-	0	1	-	-	-	0	1	1	-						
PACIFIC	4	3	10	36	47	-	0	2	6	9	16	69	104	660	762						
Alaska	3	2	8	22	32	-	0	1	5	9	-	0	2	3	3						
Calif.	N	0	0	N	N	N	0	0	N	N	16	60	86	576	642						
Hawaii	1	1	6	14	15	-	0	1	1	-	-	0	3	1	3						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	5	15	60	36						
Wash.	N	0	0	N	N	N	0	0	N	N	-	5	13	20	78						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	7	7	17	87	48						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


