
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending January 28, 2006 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2006
Rabies, animal cummulative for 2005
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2006
Rocky Mountain Spotted Fever cummulative for 2005
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2006
Salmonellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	31	105	160	115	496	19	33	98	144	36	254	791	1,446	1,302	1,708						
Nev.	-	0	2	-	-	-	0	0	-	-	-	3	7	-	14						
N. Mex.	-	0	1	-	1	-	0	1	-	-	-	4	11	3	8						
Utah	-	0	5	-	-	-	0	2	-	2	5	6	31	8	7						
Wyo.	-	0	2	-	1	-	0	1	-	-	1	1	12	2	4						
PACIFIC	-	4	14	2	4	-	0	2	-	-	29	101	196	198	322						
Alaska	-	0	3	-	-	-	0	0	-	-	-	1	5	8	4						
Calif.	-	3	14	2	4	-	0	1	-	-	27	76	164	160	249						
Hawaii	-	0	0	-	-	-	0	0	-	-	1	5	15	17	50						
Oreg.	-	0	1	-	-	-	0	1	-	-	-	7	23	9	13						
Wash.	U	0	0	U	U	-	0	0	-	-	1	9	31	4	6						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	2	U	-						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	1	4	1	6	N	0	0	N	N	-	8	23	-	18						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


