
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending August 2, 2008 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	7	51	264	1,614	1,674	3	9	43	277	326	120	232	351	6,657	6,229						
Va.	N	0	0	N	N	N	0	0	N	N	7	5	17	151	123						
W. Va.	-	1	7	62	47	-	0	2	6	8	-	0	1	1	6						
E.S. CENTRAL	-	5	14	166	138	-	1	4	33	21	9	20	31	616	499						
Ala.	N	0	0	N	N	N	0	0	N	N	-	8	15	245	211						
Ky.	-	1	4	47	17	-	0	2	9	2	1	1	7	50	36						
Miss.	-	0	5	1	35	-	0	0	-	-	-	3	15	83	66						
Tenn.	-	3	12	118	86	-	1	3	24	19	8	8	14	238	186						
W.S. CENTRAL	-	1	5	26	52	-	0	2	8	7	33	41	62	1,244	1,014						
Ark.	-	0	2	9	1	-	0	1	3	2	8	2	19	97	69						
La.	-	0	5	17	51	-	0	2	5	5	-	11	22	284	273						
Okla.	N	0	0	N	N	N	0	0	N	N	1	1	5	46	37						
Tex.	-	0	0	-	-	-	0	0	-	-	24	26	49	817	635						
MOUNTAIN	-	1	6	19	31	-	0	2	4	9	7	9	29	225	254						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	4	21	78	130						
Colo.	-	0	0	-	-	-	0	0	-	-	2	2	7	70	27						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	1	2	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Nev.	N	0	0	N	N	N	0	0	N	N	5	2	6	52	58						
N. Mex.	-	0	1	1	-	-	0	0	-	-	-	1	3	23	27						
Utah	-	0	6	18	19	-	0	2	4	8	-	0	2	-	9						
Wyo.	-	0	1	-	12	-	0	1	-	1	-	0	1	-	1						
PACIFIC	-	0	0	-	-	-	0	1	1	2	9	40	71	1,204	1,327						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	1	6						
Calif.	N	0	0	N	N	N	0	0	N	N	6	38	59	1,077	1,227						
Hawaii	-	0	0	-	-	-	0	1	1	2	-	0	2	11	5						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	2	9	9						
Wash.	N	0	0	N	N	N	0	0	N	N	3	3	13	106	80						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	4						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	3	3	10	93	86						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


