
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 18, 2006 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2006
Rabies, animal cummulative for 2005
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2006
Rocky Mountain Spotted Fever cummulative for 2005
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2006
Salmonellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	35	105	160	297	717	3	34	98	162	63	302	856	1,449	2,801	3,047						
W.N. CENTRAL	-	7	23	15	30	-	2	16	2	3	9	43	91	185	192						
Iowa	-	1	10	3	6	-	0	2	-	-	-	7	18	31	44						
Kans.	-	1	5	3	4	-	0	2	-	-	-	7	17	21	19						
Minn.	-	1	5	1	11	-	0	1	-	-	-	10	31	36	41						
Mo.	-	1	7	1	4	-	1	14	2	3	9	14	40	73	59						
Nebr.	-	0	0	-	-	-	0	2	-	-	-	2	8	11	16						
N. Dak.	-	0	4	2	-	-	0	0	-	-	-	0	5	-	2						
S. Dak.	-	1	6	5	5	-	0	2	-	-	-	2	11	13	11						
S. ATLANTIC	21	30	49	121	407	-	16	94	155	42	125	253	511	925	846						
Del.	-	0	0	-	-	-	0	2	-	-	-	2	9	5	6						
D.C.	-	0	0	-	-	-	0	1	-	-	-	1	7	7	-						
Fla.	3	0	14	21	201	-	0	1	2	2	69	99	230	422	338						
Ga.	15	5	9	16	31	-	1	9	14	1	6	32	75	158	110						
Md.	1	6	16	6	35	-	2	7	4	1	11	14	39	67	64						
N.C.	2	8	19	23	56	-	5	87	133	35	39	30	114	222	187						
S.C.	-	0	1	-	4	-	1	6	2	3	-	21	146	28	70						
Va.	-	9	26	47	78	-	1	10	-	-	-	19	66	15	63						
W. Va.	-	0	13	8	2	-	0	2	-	-	-	2	13	1	8						
E.S. CENTRAL	4	3	9	25	11	-	5	25	1	1	12	55	134	167	182						
Ala.	3	1	5	8	10	-	0	9	-	-	12	13	39	84	64						
Ky.	-	0	3	-	-	-	0	1	-	-	-	7	26	26	21						
Miss.	-	0	1	-	-	-	0	3	-	-	-	13	66	12	24						
Tenn.	1	1	5	17	1	-	3	19	1	1	-	15	40	45	73						
W.S. CENTRAL	-	14	42	8	86	2	2	32	2	1	30	79	157	261	236						
Ark.	-	0	3	1	6	2	0	32	2	-	24	12	67	50	32						
La.	-	0	0	-	-	-	0	2	-	1	-	15	42	18	60						
Okla.	-	1	7	7	9	-	0	23	-	-	6	7	26	31	27						
Tex.	-	12	39	-	71	-	0	7	-	-	-	43	121	162	117						
MOUNTAIN	2	4	19	12	27	-	0	8	-	10	18	50	112	155	190						
Ariz.	2	2	11	12	24	-	0	8	-	8	-	13	28	-	65						
Colo.	-	0	2	-	-	-	0	1	-	-	6	10	45	67	52						
Idaho	-	0	12	-	-	-	0	2	-	-	-	2	17	11	14						
Mont.	-	0	3	-	-	-	0	1	-	-	-	2	16	13	7						
Nev.	-	0	2	-	-	-	0	0	-	-	-	3	8	15	22						
N. Mex.	-	0	1	-	1	-	0	1	-	-	-	5	14	11	15						
Utah	-	0	5	-	-	-	0	1	-	2	8	6	31	29	9						
Wyo.	-	0	2	-	2	-	0	1	-	-	4	1	12	9	6						
PACIFIC	1	4	15	6	5	-	0	2	-	2	45	101	357	437	555						
Alaska	1	0	3	2	1	-	0	0	-	-	-	1	5	12	9						
Calif.	-	3	15	4	4	-	0	1	-	2	37	77	242	355	430						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	5	15	28	59						
Oreg.	-	0	1	-	-	-	0	1	-	-	-	7	23	28	26						
Wash.	U	0	0	U	U	-	0	0	-	-	8	9	107	14	31						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	2	U	-						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	1	6	9	11	N	0	0	N	N	1	8	23	5	36						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


