Colo.	1	1	4	14	25	1	0	2	3	15	-	0	2	2	20						
Idaho	-	0	2	5	2	-	0	1	4	5	-	0	2	7	2						
Mont.	-	0	1	4	4	-	0	1	1	-	-	0	0	-	1						
Nev.	-	0	2	7	7	-	1	3	22	15	-	0	1	2	2						
N. Mex.	-	0	1	3	6	-	0	1	2	5	-	0	2	6	5						
Utah	-	0	2	4	3	-	0	1	4	4	-	0	1	4	2						
Wyo.	-	0	3	3	-	-	0	0	-	4	-	0	0	-	-						
PACIFIC	1	5	16	124	186	4	6	20	152	178	1	1	6	38	50						
Alaska	-	0	1	1	2	-	0	1	1	2	-	0	2	-	U						
Calif.	1	4	15	98	141	3	4	16	103	127	1	0	4	19	25						
Hawaii	-	0	2	1	7	-	0	1	-	4	-	0	0	-	U						
Oreg.	-	0	2	12	10	-	1	4	26	24	-	0	3	8	13						
Wash.	-	0	2	12	26	1	1	4	22	21	-	0	6	11	12						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	6	12	4	-	0	6	23	40	-	0	6	22	30						
P.R.	1	0	2	3	18	-	0	5	8	20	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


