MOUNTAIN	3	4	16	54	107	-	0	6	3	18	40	49	110	753	763						
Ariz.	3	2	11	47	87	-	0	6	2	12	2	14	67	217	216						
Colo.	-	0	2	-	8	-	0	1	-	1	25	12	45	233	174						
Idaho	-	0	12	-	-	-	0	2	-	1	-	2	15	42	64						
Mont.	-	0	3	5	-	-	0	0	-	1	-	2	16	41	35						
Nev.	-	0	2	-	-	-	0	0	-	-	-	3	8	34	69						
N. Mex.	-	0	1	-	1	-	0	1	-	2	-	4	13	45	81						
Utah	-	0	5	1	-	-	0	0	-	-	12	5	30	115	107						
Wyo.	-	0	2	1	11	-	0	1	1	1	1	1	12	26	17						
PACIFIC	-	3	15	70	70	1	0	1	2	1	81	103	426	1,734	1,746						
Alaska	-	0	4	12	1	-	0	0	-	-	-	1	7	34	17						
Calif.	-	3	15	56	68	1	0	1	2	-	72	81	292	1,312	1,338						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	5	15	87	107						
Oreg.	-	0	1	2	1	-	0	1	-	1	-	7	25	147	153						
Wash.	U	0	0	U	U	N	0	0	N	N	9	10	124	154	131						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	2	U	1						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	4	-	15						
P.R.	-	1	6	46	35	N	0	0	N	N	-	11	35	41	187						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


