
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 17, 2007 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	7,547	19,703	22,109	97,021	126,581	55	150	367	887	1,123	23	67	304	268	345						
Ky.	116	140	691	927	1,375	N	0	0	N	N	-	1	3	4	1						
Miss.	-	383	807	2,345	1,567	N	0	0	N	N	-	0	3	-	1						
Tenn.	623	517	616	3,905	3,291	N	0	0	N	N	-	1	5	1	2						
W.S. CENTRAL	957	2,136	2,671	10,732	13,757	-	0	1	-	-	3	4	46	7	11						
Ark.	100	154	336	935	1,058	N	0	0	N	N	1	0	2	1	1						
La.	-	186	607	628	2,201	-	0	1	-	-	-	0	9	1	-						
Okla.	-	243	423	1,265	1,392	N	0	0	N	N	2	1	4	4	5						
Tex.	857	1,453	1,907	7,904	9,106	N	0	0	N	N	-	3	37	1	5						
MOUNTAIN	364	1,290	2,042	5,445	8,568	54	106	202	670	800	2	3	39	12	9						
Ariz.	66	461	1,017	1,828	2,595	54	105	200	662	782	-	0	3	1	3						
Colo.	98	308	418	1,019	2,143	N	0	0	N	N	2	1	7	6	2						
Idaho	-	43	253	-	434	N	0	0	N	N	-	0	5	1	-						
Mont.	14	50	143	285	127	N	0	0	N	N	-	0	26	-	1						
Nev.	186	103	397	838	914	-	1	3	3	10	-	0	1	-	1						
N. Mex.	-	188	314	943	1,537	-	0	3	-	-	-	0	5	3	-						
Utah	-	94	180	469	628	-	1	3	5	6	-	0	3	1	2						
Wyo.	-	28	54	63	190	-	0	0	-	2	-	0	11	-	-						
PACIFIC	388	3,355	3,930	15,231	21,564	-	45	214	210	317	2	1	5	9	14						
Alaska	84	81	155	541	508	N	0	0	N	N	-	0	1	-	-						
Calif.	-	2,652	3,191	10,828	16,765	-	45	214	210	317	-	0	0	-	-						
Hawaii	-	104	133	363	800	N	0	0	N	N	-	0	1	-	-						
Oreg.	196	173	394	1,287	1,208	N	0	0	N	N	2	1	4	9	14						
Wash.	108	351	604	2,212	2,283	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	104	236	877	592	N	0	0	N	N	N	0	0	N	N						
V.I.	U	5	16	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


