
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 26, 2008 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2008
Chlamydia† cummulative for 2007
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2008
Coccidioidomycosis cummulative for 2007
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2008
Cryptosporidiosis cummulative for 2007

tab delimited data:
test
UNITED STATES	11,657	20,994	24,272	315,796	350,054	27	134	308	2,116	2,480	32	84	978	995	929						
Calif.	1,320	2,751	3,464	45,307	45,142	12	40	217	663	808	-	0	0	-	-						
Hawaii	-	111	143	1,716	1,883	N	0	0	N	N	-	0	4	1	-						
Oreg.	317	189	403	3,491	3,059	N	0	0	N	N	-	2	16	16	21						
Wash.	-	118	613	113	5,867	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	-	0	32	56	41	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	6	34	40	258	-	0	0	-	-	-	0	0	-	-						
P.R.	337	110	612	2,121	2,590	N	0	0	N	N	N	0	0	N	N						
V.I.	-	3	9	-	69	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


