
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending May 18, 2013 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2013
Shigellosis cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012

tab delimited data:
test
UNITED STATES	87	263	426	2,532	4,708	3	2	13	30	53	22	47	231	197	664						
Miss.	-	4	13	52	108	-	0	2	-	-	-	0	3	-	5						
Tenn.	1	3	9	42	75	1	0	1	1	-	7	6	50	52	128						
W.S. CENTRAL	15	46	158	498	908	-	0	3	2	1	-	7	73	16	163						
Ark.	4	2	9	56	17	-	0	3	1	1	-	5	64	8	114						
La.	-	4	10	60	69	-	0	0	-	-	-	0	2	-	3						
Okla.	4	6	60	66	181	-	0	1	-	-	-	0	26	-	20						
Tex.	7	29	95	316	641	-	0	1	1	-	-	1	8	8	26						
MOUNTAIN	1	13	34	83	145	-	0	1	-	9	-	0	5	4	32						
Ariz.	-	7	21	42	106	-	0	1	-	9	-	0	2	4	24						
Colo.	-	1	19	6	12	-	0	1	-	-	-	0	1	-	1						
Idaho	-	0	2	2	2	-	0	0	-	-	-	0	1	-	2						
Mont.	1	0	2	1	3	-	0	0	-	-	-	0	1	-	-						
Nev.	-	1	9	13	1	-	0	0	-	-	-	0	0	-	-						
N. Mex.	-	2	10	11	14	-	0	0	-	-	-	0	1	-	1						
Utah	-	0	4	7	7	-	0	0	-	-	-	0	1	-	3						
Wyo.	-	0	4	1	-	-	0	0	-	-	-	0	1	-	1						
PACIFIC	13	18	42	296	236	-	0	2	1	-	-	0	2	1	4						
Alaska	1	0	1	1	4	N	0	0	N	N	N	0	0	N	N						
Calif.	8	13	33	228	167	-	0	2	1	-	-	0	1	1	4						
Hawaii	-	0	6	21	8	N	0	0	N	N	N	0	0	N	N						
Oreg.	2	1	10	19	24	-	0	0	-	-	-	0	1	-	-						
Wash.	2	1	19	27	33	-	0	1	-	-	-	0	0	-	-						
Amer. Samoa	-	1	3	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	N	-	-	N	N	N	-	-	N	N						
P.R.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


