
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending June 25, 2011 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2010
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2010
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2011
Syphillis, primary & secondary cummulative for 2010

tab delimited data:
test
UNITED STATES	73	282	937	7,563	9,247	6	24	101	582	1,136	55	256	363	5,399	6,186						
Md.	6	10	32	319	290	1	0	4	17	34	5	8	17	200	123						
N.C.	N	0	0	N	N	N	0	0	N	N	-	7	19	180	232						
S.C.	2	8	25	290	310	-	1	3	18	37	7	4	10	105	61						
Va.	N	0	0	N	N	N	0	0	N	N	7	5	16	110	124						
W. Va.	-	1	48	125	67	-	0	6	5	14	-	0	2	1	3						
E.S. CENTRAL	6	19	36	564	637	-	1	4	32	61	5	14	34	307	417						
Ala.	N	0	0	N	N	N	0	0	N	N	-	3	11	76	123						
Ky.	N	0	0	N	N	N	0	0	N	N	5	2	16	53	61						
Miss.	N	0	0	N	N	N	0	0	N	N	-	3	16	64	95						
Tenn.	6	19	36	564	637	-	1	4	32	61	-	5	11	114	138						
W.S. CENTRAL	17	32	368	1,106	1,118	1	4	30	98	147	6	37	71	770	945						
Ark.	2	3	26	142	103	-	0	3	11	11	6	3	10	90	121						
La.	-	3	11	97	60	-	0	2	8	16	-	8	36	167	199						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	6	25	48						
Tex.	15	27	333	867	955	1	3	27	79	120	-	23	33	488	577						
MOUNTAIN	10	32	72	1,084	1,092	-	3	8	82	153	2	12	24	233	255						
Ariz.	7	12	44	518	537	-	1	5	38	70	2	4	9	74	100						
Colo.	2	11	23	336	318	-	1	4	25	44	-	2	8	51	60						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	2	4	2						
Mont.	N	0	0	N	N	N	0	0	N	N	-	0	2	2	-						
Nev.	N	0	0	N	N	N	0	0	N	N	-	3	9	67	40						
N. Mex.	1	3	13	150	100	-	0	2	9	13	-	1	4	29	18						
Utah	-	3	8	63	127	-	0	3	10	24	-	0	5	6	35						
Wyo.	-	0	15	17	10	-	0	1	-	2	-	0	0	-	-						
PACIFIC	-	2	11	91	60	-	0	2	6	13	4	51	66	1,121	1,096						
Alaska	-	2	11	90	60	-	0	2	6	13	-	0	0	-	3						
Calif.	N	0	0	N	N	N	0	0	N	N	2	41	57	936	934						
Hawaii	-	0	3	1	-	-	0	0	-	-	-	0	5	7	20						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	1	7	38	27						
Wash.	N	0	0	N	N	N	0	0	N	N	2	6	13	140	112						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	12	4	11	121	119						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


