
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending March 10, 2012 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	255	264	526	3,023	4,086	16	21	43	202	249	64	269	307	1,840	2,523						
Fla.	29	21	48	277	464	1	2	8	20	37	2	24	36	198	228						
Ga.	19	19	35	250	313	2	1	6	21	20	10	13	47	98	66						
Md.	18	9	25	94	175	5	1	3	8	10	6	8	20	52	78						
N.C.	N	0	0	N	N	N	0	0	N	N	4	8	21	72	86						
S.C.	16	8	22	128	156	-	0	3	4	5	4	4	11	41	52						
Va.	N	0	0	N	N	-	0	0	-	-	4	4	13	41	44						
W. Va.	3	2	48	54	-	-	0	4	6	-	-	0	2	-	-						
E.S. CENTRAL	22	23	45	244	354	-	2	4	12	19	2	15	31	90	131						
Ala.	N	0	0	N	N	N	0	0	N	N	-	4	10	16	42						
Ky.	2	4	12	50	64	-	0	3	1	5	-	2	8	18	19						
Miss.	N	0	0	N	N	-	0	0	-	-	1	3	22	25	25						
Tenn.	20	19	42	194	290	-	1	4	11	14	1	5	11	31	45						
W.S. CENTRAL	48	32	154	380	477	4	3	10	34	40	2	37	51	323	305						
Ark.	4	4	14	47	64	-	0	3	5	8	2	4	15	52	31						
La.	-	2	14	39	77	-	0	2	3	5	-	7	25	17	49						
Okla.	N	0	0	N	N	-	0	0	-	-	-	1	6	13	9						
Tex.	44	25	140	294	336	4	3	10	26	27	-	23	38	241	216						
MOUNTAIN	3	25	69	276	564	-	2	8	20	39	3	12	20	57	119						
Ariz.	-	12	33	176	281	-	1	3	12	18	-	5	11	20	44						
Colo.	-	8	22	44	134	-	0	4	4	5	-	2	6	13	24						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	4	3	4						
Mont.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	4						
Nev.	N	0	0	N	N	N	0	0	N	N	2	2	9	11	25						
N. Mex.	2	4	13	51	85	-	0	2	4	7	1	1	4	7	14						
Utah	-	1	7	-	57	-	0	1	-	9	-	0	2	3	4						
Wyo.	1	0	3	5	7	-	0	0	-	-	-	0	0	-	-						
PACIFIC	2	2	9	23	43	1	0	2	8	2	11	57	76	421	568						
Alaska	1	2	9	22	42	1	0	2	8	2	-	0	2	3	-						
Calif.	N	0	0	N	N	N	0	0	N	N	7	46	64	358	449						
Hawaii	1	0	1	1	1	-	0	1	-	-	-	0	3	-	1						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	4	14	28	41						
Wash.	N	0	0	N	N	N	0	0	N	N	4	5	12	32	77						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	-	5	15	33	41						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


