Mo.	3	1	6	12	26	8	2	13	56	39	12	15	40	278	258						
Nebr.	-	0	0	-	-	2	0	2	5	-	4	4	12	81	87						
N. Dak.	-	0	7	13	11	-	0	1	-	-	-	0	46	4	12						
S. Dak.	-	1	4	21	45	-	0	1	-	3	-	2	9	44	65						
S. ATLANTIC	29	36	97	890	1,076	20	17	94	346	214	194	252	514	3,319	3,684						
Del.	-	0	0	-	-	-	0	2	5	-	-	2	9	31	34						
D.C.	-	0	0	-	-	-	0	1	-	-	3	1	7	27	20						
Fla.	-	0	23	76	201	-	0	3	11	8	81	96	230	1,453	1,360						
Ga.	-	2	42	85	137	-	1	7	20	43	23	35	87	507	526						
Md.	-	8	14	154	168	1	1	6	18	15	8	11	39	201	265						
N.C.	13	8	20	176	236	18	6	87	272	118	45	28	114	507	494						
S.C.	-	3	11	66	96	-	1	6	4	18	19	20	73	277	572						
Va.	16	10	27	290	219	1	2	10	15	9	15	20	66	283	361						
W. Va.	-	1	13	43	19	-	0	2	1	3	-	3	19	33	52						
E.S. CENTRAL	2	4	16	130	65	3	5	24	50	53	38	54	115	764	812						
Ala.	2	1	7	36	37	-	0	9	14	12	20	14	41	299	200						
Ky.	-	0	5	7	6	-	0	1	-	-	7	8	27	142	124						
Miss.	-	0	1	-	-	-	0	3	-	2	-	11	62	94	185						
Tenn.	-	1	10	87	22	3	3	18	36	39	11	14	41	229	303						
W.S. CENTRAL	1	14	34	382	495	-	1	161	19	17	43	83	922	1,181	1,284						
Ark.	-	0	3	16	16	-	0	32	16	7	-	14	67	301	263						
La.	-	0	0	-	-	-	0	1	-	5	-	9	43	139	295						
Okla.	-	1	9	30	48	-	0	154	1	5	11	7	48	138	126						
Tex.	1	12	29	336	431	-	0	8	2	-	32	45	839	603	600						
MOUNTAIN	1	4	16	64	118	-	0	6	4	18	43	50	110	829	861						
Ariz.	-	2	11	54	95	-	0	6	2	12	-	13	67	197	250						
Colo.	-	0	2	-	10	-	0	1	-	1	18	12	45	271	198						
Idaho	-	0	12	-	-	-	0	2	-	1	5	2	8	51	72						
Mont.	1	0	3	7	-	-	0	0	-	1	10	2	16	61	36						
Nev.	-	0	2	-	-	-	0	0	-	-	-	3	8	41	75						
N. Mex.	-	0	1	-	2	-	0	1	-	2	-	3	13	53	92						
Utah	-	0	5	2	-	-	0	0	-	-	9	5	30	127	117						
Wyo.	-	0	2	1	11	-	0	1	2	1	1	1	12	28	21						
PACIFIC	-	3	15	78	76	-	0	1	2	1	7	104	426	1,837	1,953						
Alaska	-	0	4	12	1	-	0	0	-	-	-	1	7	35	21						
Calif.	-	3	15	64	74	-	0	1	2	-	-	84	292	1,368	1,482						
Hawaii	-	0	0	-	-	-	0	0	-	-	1	5	15	91	122						
Oreg.	-	0	1	2	1	-	0	1	-	1	-	8	25	170	175						
Wash.	U	0	0	U	U	N	0	0	N	N	6	10	124	173	153						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	1	2	U	1						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	4	-	18						
P.R.	2	2	6	52	38	N	0	0	N	N	4	9	35	53	220						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


