
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending May 17, 2008 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	39	46	231	1,222	1,268	2	9	36	196	258	103	222	328	3,971	3,870						
S.C.	-	0	0	-	-	-	0	0	-	-	-	1	10	31	41						
Va.	N	0	0	N	N	N	0	0	N	N	6	4	17	109	75						
W. Va.	-	1	7	36	32	-	0	2	4	7	-	0	1	-	5						
E.S. CENTRAL	3	4	12	135	74	-	1	4	25	15	10	19	32	383	288						
Ala.	N	0	0	N	N	N	0	0	N	N	3	8	17	160	106						
Ky.	-	0	3	32	16	-	0	2	8	1	-	0	7	35	29						
Miss.	-	0	0	-	-	-	0	0	-	-	-	2	15	45	48						
Tenn.	3	3	12	103	58	-	1	3	17	14	7	8	14	143	105						
W.S. CENTRAL	-	1	5	23	45	-	0	2	7	7	9	40	59	700	589						
Ark.	-	0	2	6	1	-	0	1	3	2	9	2	10	44	40						
La.	-	1	4	17	44	-	0	2	4	5	-	11	22	172	157						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	5	23	23						
Tex.	-	0	0	-	-	-	0	0	-	-	-	25	46	461	369						
MOUNTAIN	-	1	6	14	24	-	0	2	3	8	2	8	29	79	160						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	4	21	3	80						
Colo.	-	0	0	-	-	-	0	0	-	-	1	1	7	38	20						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	1	1	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Nev.	N	0	0	N	N	N	0	0	N	N	1	2	6	27	34						
N. Mex.	-	0	1	1	-	-	0	0	-	1	-	0	3	10	19						
Utah	-	0	6	13	15	-	0	2	3	6	-	0	2	-	4						
Wyo.	-	0	2	-	9	-	0	1	-	1	-	0	1	-	1						
PACIFIC	-	0	0	-	-	-	0	1	1	1	12	41	69	713	891						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	-	4						
Calif.	N	0	0	N	N	N	0	0	N	N	2	37	59	628	825						
Hawaii	-	0	0	-	-	-	0	1	1	1	-	0	2	9	4						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	2	6	8						
Wash.	N	0	0	N	N	N	0	0	N	N	10	3	13	70	50						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	4						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	9	3	10	61	53						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


