
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 24, 2012 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2012
Chlamydia trachomatis infection cummulative for 2011
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2012
Coccidioidomycosis cummulative for 2011
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2012
Cryptosporidiosis cummulative for 2011

tab delimited data:
test
UNITED STATES	7,376	26,959	29,988	1209648	1271148	187	365	583	15,666	20,410	24	126	278	6,415	8,672						
N. Mex.	128	212	463	10,331	10,274	-	0	4	23	71	-	1	7	87	131						
Utah	9	146	177	6,524	6,400	-	1	4	44	58	-	2	19	167	60						
Wyo.	-	35	60	1,473	1,911	-	0	2	4	3	-	0	4	29	44						
PACIFIC	948	4,077	4,704	185,678	195,623	1	71	143	3,270	5,126	3	11	25	584	597						
Alaska	30	105	150	4,848	5,293	N	0	0	N	N	-	0	1	5	12						
Calif.	418	3,153	3,747	143,490	151,458	1	71	143	3,267	5,115	2	6	15	310	319						
Hawaii	-	95	147	3,130	5,437	N	0	0	N	N	-	0	1	5	-						
Oreg.	224	266	368	12,538	12,455	-	0	1	3	11	1	4	11	199	191						
Wash.	276	463	607	21,672	20,980	-	0	10	-	-	-	1	8	65	75						
Amer. Samoa	-	0	59	59	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	21	22	-	965	-	0	0	-	-	-	0	0	-	-						
P.R.	117	106	289	5,277	4,976	N	0	0	N	N	N	0	0	N	N						
V.I.	-	13	26	326	748	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


