
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending June 21, 2008 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	23	47	262	1,412	1,473	1	9	43	231	290	123	229	351	5,181	4,954						
Ala.	N	0	0	N	N	N	0	0	N	N	7	8	17	207	152						
Ky.	1	1	4	39	17	-	0	2	8	2	-	1	7	44	34						
Miss.	-	0	0	-	-	-	0	0	-	-	-	2	15	61	56						
Tenn.	1	4	12	114	69	-	1	3	19	14	5	8	14	177	134						
W.S. CENTRAL	1	1	5	26	50	-	0	2	6	7	19	40	61	932	804						
Ark.	1	0	2	9	1	-	0	1	2	2	1	2	10	53	55						
La.	-	0	5	17	49	-	0	2	4	5	-	10	22	189	215						
Okla.	N	0	0	N	N	N	0	0	N	N	1	1	5	38	33						
Tex.	-	0	0	-	-	-	0	0	-	-	17	26	48	652	501						
MOUNTAIN	-	1	6	17	26	-	0	2	4	8	2	9	29	180	195						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	5	21	78	104						
Colo.	-	0	0	-	-	-	0	0	-	-	1	1	7	53	22						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	1	1	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Nev.	N	0	0	N	N	N	0	0	N	N	1	2	6	35	40						
N. Mex.	-	0	1	1	-	-	0	0	-	-	-	1	3	13	21						
Utah	-	0	6	16	15	-	0	2	4	7	-	0	2	-	5						
Wyo.	-	0	1	-	11	-	0	1	-	1	-	0	1	-	1						
PACIFIC	-	0	0	-	-	-	0	1	1	2	12	40	71	927	1,097						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	-	5						
Calif.	N	0	0	N	N	N	0	0	N	N	7	37	59	825	1,018						
Hawaii	-	0	0	-	-	-	0	1	1	2	-	0	2	11	5						
Oreg.	N	0	0	N	N	N	0	0	N	N	1	0	2	7	8						
Wash.	N	0	0	N	N	N	0	0	N	N	4	3	13	84	61						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	4						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	9	2	10	84	73						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


