
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 1, 2006 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	12,484	18,452	25,241	204,070	236,883	195	107	1,203	2,221	1,059	27	70	852	532	448						
Nev.	-	134	448	1,102	1,869	-	1	4	14	23	-	0	1	1	5						
N. Mex.	-	149	338	1,766	2,001	-	0	2	-	5	-	0	3	-	6						
Utah	25	87	138	639	1,096	-	0	3	8	2	-	0	3	6	4						
Wyo.	-	23	43	272	276	-	0	2	2	-	-	0	1	-	2						
PACIFIC	1,784	3,156	4,914	35,915	41,428	10	27	1,114	431	428	1	6	50	18	67						
Alaska	77	77	121	859	947	-	0	0	-	-	-	0	2	-	-						
Calif.	1,137	2,450	4,148	27,109	31,873	10	27	1,114	431	428	-	3	14	-	54						
Hawaii	-	106	134	1,282	1,352	N	0	0	N	N	-	0	1	-	-						
Oreg.	278	171	315	2,075	2,269	N	0	0	N	N	1	1	20	18	8						
Wash.	292	359	604	4,590	4,987	N	0	0	N	N	-	0	36	-	5						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	64	-	0	0	-	-	-	0	0	-	-						
P.R.	39	79	141	1,185	1,024	N	0	0	N	N	N	0	0	N	N						
V.I.	-	4	8	-	105	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


