
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending December 29, 2012 (WEEK 52)*

column labels in same order that data fields appears in each record below:
Reporting Area
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis current week
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum current week
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Undetermined current week
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2011

tab delimited data:
test
UNITED STATES	2	12	66	885	850	2	13	64	781	2,575	-	2	14	136	148						
Iowa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Kans.	-	0	4	33	18	-	0	2	8	6	-	0	0	-	1						
Minn.	-	0	0	-	7	-	0	1	6	770	-	0	1	2	10						
Mo.	-	2	32	238	151	-	0	4	27	25	-	0	4	14	13						
Nebr.	-	0	0	-	1	-	0	1	2	1	-	0	0	-	1						
N. Dak.	-	0	0	-	-	-	0	3	-	3	-	0	0	-	-						
S. Dak.	-	0	0	-	1	-	0	0	-	3	-	0	1	1	-						
S. ATLANTIC	1	4	30	306	272	-	1	8	52	72	-	0	2	7	16						
Del.	-	0	2	15	15	-	0	1	1	1	-	0	0	-	-						
D.C.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Fla.	1	0	3	24	15	-	0	2	5	11	-	0	0	-	-						
Ga.	-	0	4	14	23	-	0	1	2	11	-	0	0	-	3						
Md.	-	0	4	33	33	-	0	2	7	7	-	0	0	-	-						
N.C.	-	0	19	99	83	-	0	6	20	21	-	0	0	-	1						
S.C.	-	0	1	2	2	-	0	0	-	-	-	0	0	-	1						
Va.	-	1	16	119	100	-	0	2	16	21	-	0	2	6	9						
W. Va.	-	0	0	-	1	-	0	1	1	-	-	0	1	1	2						
E.S. CENTRAL	1	1	9	97	78	-	0	3	25	15	-	0	2	10	14						
Ala.	-	0	2	11	5	-	0	3	10	4	-	0	1	5	-						
Ky.	-	0	4	25	16	-	0	1	1	-	-	0	0	-	-						
Miss.	-	0	1	1	3	-	0	1	1	1	-	0	1	1	-						
Tenn.	1	1	6	60	54	-	0	2	13	10	-	0	1	4	14						
W.S. CENTRAL	-	0	52	98	167	-	0	11	10	20	-	0	1	1	1						
Ark.	-	0	11	79	53	-	0	2	7	8	-	0	0	-	-						
La.	-	0	1	1	-	-	0	0	-	1	-	0	1	1	1						
Okla.	-	0	51	15	110	-	0	7	2	9	-	0	0	-	-						
Tex.	-	0	1	3	4	-	0	2	1	2	-	0	0	-	-						
MOUNTAIN	-	0	0	-	-	-	0	0	-	1	-	0	1	1	5						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	0	1	1	4						
Colo.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Idaho	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Mont.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Nev.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
N. Mex.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Utah	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
Wyo.	-	0	0	-	-	-	0	0	-	1	-	0	0	-	-						
PACIFIC	-	0	1	-	1	-	0	0	-	6	-	0	1	2	2						
Alaska	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Calif.	-	0	0	-	-	-	0	0	-	-	-	0	1	2	2						
Hawaii	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	0	0	-	-	-	0	0	-	6	-	0	0	-	-						
Wash.	-	0	1	-	1	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
P.R.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Please refer to the MMWR publication for weekly updates to the footnote for this condition.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


