
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending October 6, 2012 (WEEK 40)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2012
Chlamydia trachomatis infection cummulative for 2011
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2012
Coccidioidomycosis cummulative for 2011
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2012
Cryptosporidiosis cummulative for 2011

tab delimited data:
test
UNITED STATES	12,870	26,573	30,645	1,013,322	1,079,054	22	391	583	13,580	17,183	63	131	269	5,523	7,646						
Ill.	25	1,145	1,481	40,338	50,199	N	0	0	N	N	-	2	7	90	183						
Ind.	188	564	838	21,962	21,883	N	0	0	N	N	-	3	8	110	229						
Mich.	438	940	1,210	32,153	38,273	-	1	3	24	25	1	7	39	263	271						
Ohio	335	1,011	1,180	38,781	40,503	-	0	2	17	15	15	12	52	467	899						
Wis.	257	456	608	17,543	18,850	-	0	0	-	-	3	8	39	437	648						
W.N. CENTRAL	268	1,564	1,808	59,356	60,595	-	2	8	101	105	4	17	41	738	1,377						
Iowa	45	215	387	8,539	8,388	N	0	0	N	N	-	5	21	265	324						
Kans.	3	212	308	8,311	8,079	N	0	0	N	N	-	0	3	35	41						
Minn.	2	317	388	11,546	12,880	-	2	7	88	84	-	0	10	-	256						
Mo.	212	545	683	21,662	21,686	-	0	2	12	15	4	4	12	186	437						
Nebr.	-	132	203	4,437	5,043	-	0	1	1	6	-	2	10	127	160						
N. Dak.	6	51	72	1,987	1,871	N	0	0	N	N	-	0	5	32	27						
S. Dak.	-	70	105	2,874	2,648	N	0	0	N	N	-	2	5	93	132						
S. ATLANTIC	4,173	5,614	7,543	216,253	219,276	-	0	1	4	4	7	19	56	869	961						
Del.	87	81	182	2,917	3,279	-	0	0	-	-	-	0	4	14	6						
D.C.	61	137	224	5,314	5,117	-	0	0	-	-	N	0	0	N	N						
Fla.	999	1,530	1,738	60,683	59,057	N	0	0	N	N	6	8	24	356	357						
Ga.	616	1,030	1,285	39,354	41,863	N	0	0	N	N	-	4	11	191	261						
Md.	382	460	1,084	18,339	19,818	-	0	1	4	4	-	1	7	70	60						
N.C.	1,044	954	1,678	37,403	40,347	N	0	0	N	N	-	0	46	86	35						
S.C.	-	529	1,278	21,300	21,266	N	0	0	N	N	-	1	4	41	110						
Va.	893	699	1,780	27,309	25,318	N	0	0	N	N	1	2	6	109	105						
W. Va.	91	88	149	3,634	3,211	N	0	0	N	N	-	0	4	2	27						
E.S. CENTRAL	669	1,931	2,820	74,904	76,170	-	0	0	-	-	-	6	18	222	387						
Ala.	-	566	796	18,722	22,593	N	0	0	N	N	-	2	6	81	114						
Ky.	445	339	787	13,687	12,174	N	0	0	N	N	-	1	12	48	159						
Miss.	-	411	1,168	17,628	17,331	N	0	0	N	N	-	1	4	35	38						
Tenn.	224	637	828	24,867	24,072	N	0	0	N	N	-	1	5	58	76						
W.S. CENTRAL	2,494	3,241	4,436	129,176	144,181	-	0	1	3	2	13	10	28	361	508						
Ark.	341	326	412	13,055	12,632	N	0	0	N	N	-	1	5	35	27						
La.	-	493	1,233	15,917	22,024	-	0	1	3	2	2	2	6	88	73						
Okla.	7	92	1,015	3,088	11,007	N	0	0	N	N	4	2	6	74	69						
Tex.	2,146	2,432	2,935	97,116	98,518	N	0	0	N	N	7	5	24	164	339						
MOUNTAIN	352	1,689	2,430	62,576	69,024	1	291	477	10,545	12,854	6	11	39	553	537						
Ariz.	158	597	872	23,539	22,353	-	286	475	10,394	12,669	-	1	3	25	37						
Colo.	-	373	705	10,587	16,680	N	0	0	N	N	-	1	7	48	132						
Idaho	-	86	174	3,154	3,551	N	0	0	N	N	6	2	23	212	94						
Mont.	-	74	99	2,892	2,579	-	0	1	2	4	-	1	5	56	61						
Nev.	194	213	285	7,676	8,390	1	2	7	91	74	-	0	2	9	14						
N. Mex.	-	214	463	8,497	8,371	-	0	7	20	58	-	2	7	82	112						
Utah	-	141	191	4,966	5,423	-	1	4	34	46	-	1	14	95	54						
Wyo.	-	35	59	1,265	1,677	-	0	2	4	3	-	0	9	26	33						
PACIFIC	1,506	3,989	4,568	151,030	168,123	21	87	179	2,880	4,172	2	11	23	489	534						
Alaska	32	106	149	4,221	4,589	N	0	0	N	N	-	0	2	4	11						
Calif.	873	3,041	3,537	115,583	130,544	21	87	179	2,876	4,161	2	6	15	259	286						
Hawaii	-	113	147	3,130	4,603	N	0	0	N	N	-	0	1	5	-						
Oreg.	286	265	368	10,687	10,566	-	0	1	4	11	-	4	9	168	169						
Wash.	315	457	612	17,409	17,821	-	0	10	-	-	-	1	8	53	68						
Amer. Samoa	-	0	59	59	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	21	22	-	835	-	0	0	-	-	-	0	0	-	-						
P.R.	117	106	289	4,570	4,282	N	0	0	N	N	N	0	0	N	N						
V.I.	-	14	26	326	649	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


