Minn.	1	13	60	243	199	3	3	26	58	43	-	5	24	104	39						
Mo.	15	15	35	286	248	5	2	13	28	45	20	14	72	732	372						
Nebr.	5	3	11	67	77	1	1	11	17	13	1	1	14	8	35						
N. Dak.	-	0	23	15	6	-	0	12	-	2	-	0	127	4	3						
S. Dak.	-	3	11	63	52	-	0	5	1	6	-	6	24	19	61						
S. ATLANTIC	132	225	401	3,263	3,071	6	13	32	207	145	75	77	150	1,808	1,043						
Del.	1	2	10	39	33	1	0	3	7	1	-	0	2	4	-						
D.C.	-	1	4	16	24	-	0	1	1	-	-	0	5	4	5						
Fla.	63	93	176	1,424	1,371	2	2	8	57	33	72	39	76	1,144	475						
Ga.	-	29	73	456	467	-	2	7	20	26	-	25	62	543	372						
Md.	12	14	32	238	151	1	3	9	36	9	-	2	10	26	19						
N.C.	36	30	130	510	462	2	2	11	35	29	-	1	14	28	82						
S.C.	10	18	47	267	265	-	0	3	5	4	3	0	4	30	65						
Va.	-	20	58	265	265	-	3	11	45	43	-	2	9	28	25						
W. Va.	10	1	31	48	33	-	0	5	1	-	-	0	2	1	-						
E.S. CENTRAL	24	53	140	818	790	4	4	21	49	69	16	15	89	412	281						
Ala.	6	11	78	220	258	-	0	5	9	11	9	6	67	173	71						
Ky.	1	9	23	161	142	-	1	12	13	16	-	2	15	45	135						
Miss.	1	12	101	158	171	-	0	3	1	1	5	2	76	115	33						
Tenn.	16	17	32	279	219	4	2	9	26	41	2	3	14	79	42						
W.S. CENTRAL	20	87	189	983	1,344	4	4	52	56	51	20	39	249	474	622						
Ark.	11	13	45	161	299	-	1	7	11	10	1	2	10	44	33						
La.	-	18	48	143	292	-	0	0	-	-	1	5	25	89	66						
Okla.	9	11	103	143	126	1	0	17	12	5	5	2	63	34	41						
Tex.	-	46	107	536	627	3	2	48	33	36	13	29	174	307	482						
MOUNTAIN	28	50	88	939	972	4	9	34	116	107	5	21	84	293	350						
Ariz.	9	17	44	327	277	-	2	9	43	26	5	10	37	149	185						
Colo.	-	11	21	242	296	-	1	8	19	25	-	3	15	46	50						
Idaho	1	3	9	42	53	2	1	8	9	18	-	0	3	4	6						
Mont.	-	2	10	35	51	-	0	0	-	-	-	0	13	12	3						
Nev.	9	4	20	78	64	1	0	5	10	11	-	1	20	13	42						
N. Mex.	-	5	15	79	84	-	1	5	15	11	-	2	15	39	39						
Utah	9	4	14	105	120	1	2	14	20	13	-	1	4	8	22						
Wyo.	-	1	4	31	27	-	0	3	-	3	-	0	19	22	3						
PACIFIC	4	105	890	1,731	1,709	1	4	164	102	31	-	33	256	414	569						
Alaska	3	1	5	35	34	N	0	0	N	N	-	0	2	6	4						
Calif.	-	90	260	1,310	1,412	-	0	8	58	N	-	28	84	330	484						
Hawaii	1	5	16	88	92	-	0	3	6	4	-	1	3	13	19						
Oreg.	-	7	17	104	171	1	1	9	14	27	-	1	6	23	62						
Wash.	-	0	625	194	-	-	0	162	24	-	-	0	170	42	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
P.R.	5	15	66	268	148	-	0	0	-	-	-	1	6	13	9						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes E. coli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


