
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 20, 2006 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	10,749	18,781	35,071	352,457	369,714	13	118	1,643	3,227	1,495	23	70	860	874	769						
Del.	55	68	92	1,365	1,298	N	0	0	N	N	-	0	2	-	-						
D.C.	22	60	101	841	1,526	-	0	0	-	-	1	0	3	7	2						
Fla.	726	878	1,091	17,696	16,725	N	0	0	N	N	3	6	28	93	54						
Ga.	59	584	2,142	7,322	11,653	-	0	0	-	-	2	3	12	76	40						
Md.	291	357	525	6,859	6,917	-	0	1	2	-	-	0	4	9	7						
N.C.	607	557	1,772	13,940	13,171	N	0	0	N	N	-	1	10	29	21						
S.C.	345	271	1,306	6,822	7,376	-	0	0	-	-	1	0	4	8	9						
Va.	470	423	840	8,105	9,011	N	0	0	N	N	-	1	8	15	12						
W. Va.	38	56	224	1,404	905	N	0	0	N	N	-	0	3	2	4						
E.S. CENTRAL	824	1,374	2,188	26,720	26,685	-	0	0	-	-	-	3	29	30	19						
Ala.	201	352	1,048	7,874	4,443	N	0	0	N	N	-	0	3	11	8						
Ky.	135	157	336	3,696	4,281	N	0	0	N	N	-	1	25	8	7						
Miss.	-	378	647	5,940	8,921	-	0	0	-	-	-	0	1	1	-						
Tenn.	488	468	614	9,210	9,040	N	0	0	N	N	-	1	4	10	4						
W.S. CENTRAL	1,612	2,147	3,605	41,958	43,906	-	0	1	-	-	2	4	30	59	24						
Ark.	125	169	340	3,092	3,405	-	0	0	-	-	-	0	2	5	1						
La.	232	296	761	6,440	7,084	N	0	1	N	N	1	0	21	7	3						
Okla.	319	226	2,159	4,347	4,078	N	0	0	N	N	1	1	10	12	7						
Tex.	936	1,361	1,812	28,079	29,339	N	0	0	N	N	-	2	19	35	13						
MOUNTAIN	441	1,095	1,839	17,983	24,901	1	88	452	2,362	919	2	2	9	27	44						
Ariz.	324	370	642	6,825	9,033	-	85	448	2,325	874	-	0	1	3	4						
Colo.	-	239	482	2,211	5,829	N	0	0	N	N	-	1	3	9	16						
Idaho	24	52	235	1,193	760	N	0	0	N	N	-	0	2	2	3						
Mont.	6	42	195	782	888	N	0	0	N	N	1	0	2	6	4						
Nev.	57	125	432	1,615	2,846	1	1	4	17	31	-	0	1	1	6						
N. Mex.	-	169	338	3,191	3,423	-	0	2	1	9	-	0	3	-	5						
Utah	16	88	136	1,601	1,700	-	0	3	17	4	1	0	3	6	4						
Wyo.	14	25	55	565	422	-	0	2	2	1	-	0	1	-	2						
PACIFIC	1,609	3,228	5,000	61,034	63,880	12	32	1,179	849	569	1	4	52	25	113						
Alaska	76	80	121	1,585	1,492	-	0	0	-	-	-	0	2	1	-						
Calif.	982	2,534	4,231	46,831	49,455	12	32	1,179	849	569	-	2	14	-	75						
Hawaii	-	107	135	1,911	2,063	N	0	0	N	N	-	0	1	-	-						
Oreg.	161	179	315	3,684	3,403	N	0	0	N	N	1	1	20	24	19						
Wash.	390	356	604	7,023	7,467	N	0	0	N	N	-	0	38	-	19						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	64	-	0	0	-	-	-	0	0	-	-						
P.R.	39	77	162	1,877	1,630	N	0	0	N	N	N	0	0	N	N						
V.I.	-	3	8	-	138	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


