
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending February 25, 2012 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis current week
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum current week
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Undetermined current week
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2011

tab delimited data:
test
UNITED STATES	1	9	90	9	11	2	16	58	15	19	1	2	8	3	2						
Iowa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Kans.	-	0	2	-	-	-	0	1	-	-	-	0	1	-	-						
Minn.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
Mo.	-	1	16	1	-	-	0	5	-	-	-	0	6	-	-						
Nebr.	-	0	1	-	-	-	0	1	-	-	-	0	1	-	-						
N. Dak.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
S. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	0	-	-						
S. ATLANTIC	-	3	33	7	8	-	1	8	2	2	-	0	2	2	-						
Del.	-	0	2	-	1	-	0	1	-	-	-	0	0	-	-						
D.C.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Fla.	-	0	3	-	1	-	0	3	-	-	-	0	0	-	-						
Ga.	-	0	3	4	1	-	0	2	2	-	-	0	1	1	-						
Md.	-	0	3	-	3	-	0	2	-	-	-	0	1	1	-						
N.C.	-	0	17	1	2	-	0	6	-	2	-	0	0	-	-						
S.C.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
Va.	-	1	13	2	-	-	0	3	-	-	-	0	1	-	-						
W. Va.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	-	1	8	-	-	-	0	2	-	1	-	0	3	-	-						
Ala.	-	0	2	-	-	-	0	1	-	1	N	0	0	N	N						
Ky.	-	0	3	-	-	-	0	0	-	-	-	0	0	-	-						
Miss.	-	0	1	-	-	-	0	1	-	-	-	0	0	-	-						
Tenn.	-	0	5	-	-	-	0	1	-	-	-	0	3	-	-						
W.S. CENTRAL	-	0	30	-	-	-	0	3	-	-	-	0	0	-	-						
Ark.	-	0	13	-	-	-	0	3	-	-	-	0	0	-	-						
La.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Okla.	-	0	25	-	-	-	0	1	-	-	-	0	0	-	-						
Tex.	-	0	1	-	-	-	0	1	-	-	-	0	0	-	-						
MOUNTAIN	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Colo.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Idaho	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Mont.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Nev.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
N. Mex.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Utah	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Wyo.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
PACIFIC	-	0	0	-	-	-	0	1	-	-	-	0	2	-	-						
Alaska	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Calif.	-	0	0	-	-	-	0	0	-	-	-	0	2	-	-						
Hawaii	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
Wash.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
P.R.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Please refer to the MMWR publication for weekly updates to the footnote for this condition.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


