Nebr.	-	1	4	-	3	2	1	6	7	13	-	0	4	4	4						
N. Dak.	-	0	2	-	-	1	0	2	1	1	1	0	3	1	2						
S. Dak.	-	0	5	-	2	-	1	17	5	5	-	0	2	-	3						
S. ATLANTIC	4	7	38	8	19	47	44	118	192	99	31	18	31	117	82						
Del.	-	0	2	-	-	-	0	2	-	1	-	0	2	1	-						
D.C.	-	0	1	-	-	-	0	2	1	-	-	0	2	2	-						
Fla.	4	1	31	8	5	27	20	66	93	48	5	5	12	31	27						
Ga.	-	0	6	-	4	18	11	32	58	29	8	3	9	30	16						
Md.	-	1	5	-	4	2	2	8	14	7	8	3	12	25	19						
N.C.	-	1	11	-	4	-	2	22	18	6	8	1	13	13	11						
S.C.	-	0	2	-	-	-	2	6	8	-	-	0	2	7	4						
Va.	-	1	9	-	2	-	2	9	-	8	2	2	10	8	4						
W. Va.	-	0	1	-	-	-	0	1	-	-	-	0	5	-	1						
E.S. CENTRAL	-	3	12	3	4	5	21	54	43	83	2	3	11	11	12						
Ala.	-	0	3	-	3	4	3	20	11	13	-	0	0	-	-						
Ky.	-	1	9	3	-	-	6	31	20	4	-	0	3	1	3						
Miss.	-	0	2	-	-	-	2	7	9	7	-	0	0	-	-						
Tenn.	-	1	3	-	1	1	6	46	3	59	2	3	8	10	9						
W.S. CENTRAL	1	2	9	1	5	3	58	121	62	123	1	6	15	27	15						
Ark.	-	0	2	-	1	1	1	3	5	7	-	0	4	1	2						
La.	-	0	2	-	2	-	2	11	6	16	-	0	2	-	2						
Okla.	1	0	3	1	1	1	11	41	8	33	1	2	13	14	5						
Tex.	-	1	4	-	1	1	43	105	43	67	-	3	12	12	6						
MOUNTAIN	1	5	15	4	8	3	16	47	19	57	12	12	28	38	81						
Ariz.	-	0	4	-	1	-	9	29	-	30	-	4	16	-	41						
Colo.	1	1	6	4	4	3	2	17	9	12	10	4	11	25	24						
Idaho	-	0	7	-	1	-	0	4	2	-	-	0	2	-	1						
Mont.	-	0	2	-	-	-	0	1	-	-	-	0	0	-	-						
Nev.	-	0	4	-	-	-	1	4	-	7	-	0	6	-	-						
N. Mex.	-	0	3	-	-	-	2	8	3	6	1	1	6	3	10						
Utah	-	1	7	-	1	-	1	4	4	2	1	2	6	9	4						
Wyo.	-	0	3	-	1	-	0	1	1	-	-	0	1	1	1						
PACIFIC	7	6	52	13	4	31	40	99	143	198	-	2	8	9	15						
Alaska	-	0	3	-	1	1	0	1	1	1	-	0	0	-	-						
Calif.	5	1	6	11	-	25	35	90	121	179	-	0	0	-	-						
Hawaii	-	0	4	-	1	-	1	4	4	4	-	2	8	9	15						
Oreg.	-	1	47	-	-	1	1	23	10	9	N	0	0	N	N						
Wash.	2	1	12	2	2	4	2	16	7	5	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	2	U	-	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	1	-	-	-	0	1	-	-	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes E. choli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


