
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending March 3, 2012 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	128	258	379	1,543	1,393	4	3	14	18	9	7	31	138	74	51						
Nebr.	-	0	2	3	2	-	0	3	-	-	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S. Dak.	-	0	2	-	1	-	0	1	-	-	-	0	0	-	-						
S. ATLANTIC	44	75	134	367	467	3	2	8	11	4	4	7	57	31	18						
Del.	-	0	2	-	-	-	0	1	-	-	-	0	4	4	1						
D.C.	-	0	5	1	5	-	0	1	-	-	-	0	1	-	-						
Fla.	34	49	98	217	297	-	0	1	-	1	1	0	2	5	1						
Ga.	7	13	26	93	81	3	1	8	11	1	-	0	0	-	-						
Md.	2	2	10	25	19	-	0	1	-	1	1	0	3	3	1						
N.C.	-	3	19	16	41	-	0	4	-	1	-	0	49	5	9						
S.C.	-	1	54	3	10	-	0	2	-	-	1	0	2	1	1						
Va.	1	2	7	12	14	-	0	1	-	-	1	3	14	13	5						
W. Va.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	17	20	51	247	89	-	0	2	1	-	1	4	25	11	7						
Ala.	1	6	21	50	40	-	0	1	-	-	-	1	8	4	3						
Ky.	13	5	22	115	10	-	0	1	-	-	1	0	2	1	-						
Miss.	3	5	24	55	14	-	0	0	-	-	-	0	2	-	2						
Tenn.	-	4	11	27	25	-	0	2	1	-	-	4	20	6	2						
W.S. CENTRAL	22	54	138	281	205	-	0	3	-	-	1	2	52	6	1						
Ark.	-	2	7	10	4	-	0	3	-	-	-	2	52	4	-						
La.	-	4	21	27	27	-	0	0	-	-	-	0	2	1	-						
Okla.	7	4	28	71	15	-	0	1	-	-	1	0	25	1	-						
Tex.	15	43	108	173	159	-	0	1	-	-	-	0	4	-	1						
MOUNTAIN	-	13	41	42	123	-	0	3	-	5	-	1	7	7	9						
Ariz.	-	6	27	27	41	-	0	3	-	5	-	0	6	3	9						
Colo.	-	1	8	2	16	-	0	0	-	-	-	0	1	-	-						
Idaho	-	0	3	2	5	-	0	0	-	-	-	0	2	2	-						
Mont.	-	1	15	3	18	-	0	0	-	-	-	0	1	-	-						
Nev.	-	0	4	1	6	-	0	0	-	-	-	0	1	-	-						
N. Mex.	-	2	6	6	31	-	0	0	-	-	-	0	0	-	-						
Utah	-	1	4	1	6	-	0	0	-	-	-	0	1	2	-						
Wyo.	-	0	1	-	-	-	0	0	-	-	-	0	2	-	-						
PACIFIC	10	19	44	104	195	1	0	2	2	-	-	0	1	2	-						
Alaska	1	0	2	3	1	N	0	0	N	N	N	0	0	N	N						
Calif.	7	14	41	84	163	1	0	2	2	-	-	0	1	2	-						
Hawaii	-	0	3	1	15	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	4	10	9	-	0	0	-	-	-	0	0	-	-						
Wash.	2	1	11	6	7	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	0	-	1	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	1	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


