
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 13, 2007 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	66	255	488	130	468	17	123	239	38	95	-	35	118	2	77						
Mo.	-	5	14	1	20	-	1	6	-	-	-	2	12	-	-						
Nebr.	1	2	9	1	9	-	0	0	-	-	-	0	5	-	-						
N. Dak.	-	0	9	-	-	-	0	7	-	-	-	0	0	-	-						
S. Dak.	-	0	4	-	-	-	0	4	-	1	-	0	0	-	-						
S. ATLANTIC	2	17	46	7	38	8	41	183	19	33	-	15	68	1	74						
Del.	-	0	1	-	1	-	0	0	-	-	-	0	3	-	-						
D.C.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
Fla.	1	4	20	5	11	3	0	167	5	-	-	0	5	-	-						
Ga.	-	0	3	-	2	-	5	10	-	5	-	1	5	-	-						
Md.	-	2	9	1	11	-	6	13	-	5	-	1	6	1	1						
N.C.	-	0	33	-	8	5	9	22	14	10	-	10	61	-	72						
S.C.	1	3	11	1	5	-	3	11	-	6	-	0	5	-	1						
Va.	-	2	19	-	-	-	11	27	-	7	-	2	13	-	-						
W. Va.	-	0	9	-	-	-	2	7	-	-	-	0	2	-	-						
E.S. CENTRAL	-	6	28	1	14	-	4	16	-	5	-	6	31	-	1						
Ala.	-	2	19	-	6	-	1	8	-	1	-	2	11	-	-						
Ky.	-	0	5	-	2	-	0	4	-	-	-	0	1	-	-						
Miss.	-	0	4	-	2	-	0	2	-	-	-	0	1	-	-						
Tenn.	-	3	11	1	4	-	2	9	-	4	-	4	22	-	1						
W.S. CENTRAL	-	18	35	-	1	-	9	34	1	17	-	1	27	-	-						
Ark.	-	1	7	-	-	-	0	5	-	1	-	0	10	-	-						
La.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	9	-	-	-	1	9	1	-	-	0	18	-	-						
Tex.	-	16	32	-	1	-	9	29	-	16	-	0	4	-	-						
MOUNTAIN	21	44	88	31	109	-	3	27	1	5	-	0	5	1	-						
Ariz.	1	7	29	2	6	-	2	10	1	5	-	0	2	-	-						
Colo.	20	10	40	28	66	-	0	0	-	-	-	0	1	1	-						
Idaho	-	1	8	-	3	-	0	25	-	-	-	0	3	-	-						
Mont.	-	1	9	1	5	-	0	2	-	-	-	0	2	-	-						
Nev.	-	0	9	-	9	-	0	1	-	-	-	0	1	-	-						
N. Mex.	-	2	8	-	2	-	0	2	-	-	-	0	2	-	-						
Utah	-	13	39	-	15	-	0	1	-	-	-	0	2	-	-						
Wyo.	-	1	8	-	3	-	0	2	-	-	-	0	1	-	-						
PACIFIC	-	27	228	8	20	1	3	12	2	-	-	0	1	-	-						
Alaska	-	1	8	8	2	-	0	4	1	-	N	0	0	N	N						
Calif.	-	21	225	-	-	1	3	11	1	-	-	0	1	-	-						
Hawaii	-	1	6	-	9	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	2	8	-	9	-	0	4	-	-	-	0	1	-	-						
Wash.	-	5	46	-	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	-	-	-	1	6	-	1	N	0	0	N	N						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


