E.S. CENTRAL	-	2	7	5	8	-	1	5	3	2	-	0	4	2	1						
Ala.	-	0	2	1	1	-	0	2	1	-	-	0	2	-	1						
Ky.	-	0	4	-	3	-	0	4	1	2	-	0	1	-	-						
Miss.	-	0	2	-	1	-	0	1	-	-	-	0	1	-	-						
Tenn.	-	1	3	4	3	-	0	4	1	-	-	0	2	2	-						
W.S. CENTRAL	1	3	19	10	4	-	1	6	-	3	-	1	6	1	8						
Ark.	-	0	3	-	-	-	0	0	-	-	-	0	1	-	-						
La.	-	0	3	3	1	-	0	1	-	1	-	0	2	1	-						
Okla.	-	0	9	-	-	-	0	0	-	-	-	0	4	-	4						
Tex.	1	2	16	7	3	-	1	6	-	2	-	0	5	-	4						
MOUNTAIN	-	2	6	6	15	-	0	5	5	5	-	1	5	1	11						
Ariz.	-	0	3	-	4	-	0	2	-	1	-	0	2	-	1						
Colo.	-	0	3	-	4	-	0	0	-	-	-	0	3	-	4						
Idaho	-	0	2	1	1	-	0	3	4	2	-	0	1	-	1						
Mont.	-	0	1	1	-	-	0	1	1	-	-	0	0	-	-						
Nev.	-	0	2	1	3	-	0	2	-	-	-	0	2	1	4						
N. Mex.	-	0	2	-	-	-	0	1	-	-	-	0	1	-	-						
Utah	-	0	4	3	2	-	0	1	-	1	-	0	2	-	1						
Wyo.	-	0	1	-	1	-	0	1	-	1	-	0	0	-	-						
PACIFIC	1	5	23	34	37	-	2	8	3	16	1	3	7	3	19						
Alaska	-	0	0	-	-	-	0	2	-	-	-	0	1	-	1						
Calif.	-	4	21	30	32	-	1	4	1	13	-	1	6	1	16						
Hawaii	-	0	1	1	-	N	0	0	N	N	-	0	1	-	1						
Oreg.	-	0	2	1	5	-	1	6	2	3	-	0	2	-	1						
Wash.	1	0	5	2	-	-	0	4	-	-	1	0	3	2	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
V.I.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


