
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 7, 2007 (WEEK 27)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	10,312	20,497	25,327	511,107	514,816	113	153	658	4,273	4,374	29	71	319	1,393	1,469						
Mich.	255	742	1,225	18,611	16,778	-	0	3	11	19	2	2	10	69	53						
Ohio	64	644	3,654	23,064	21,557	-	0	2	4	4	2	5	33	89	102						
Wis.	69	371	528	9,593	10,990	N	0	0	N	N	-	5	53	91	111						
W.N. CENTRAL	550	1,201	1,448	29,810	31,203	-	0	54	3	-	2	11	77	208	225						
Iowa	95	162	243	4,334	4,232	N	0	0	N	N	-	2	28	37	25						
Kans.	130	149	294	4,190	4,079	N	0	0	N	N	-	1	8	32	28						
Minn.	-	243	314	5,118	6,554	-	0	54	-	-	-	2	25	48	79						
Mo.	284	453	628	11,767	11,538	-	0	1	3	-	1	2	21	34	41						
Nebr.	-	105	184	2,504	2,578	N	0	0	N	N	1	1	16	9	17						
N. Dak.	6	31	69	624	904	N	0	0	N	N	-	0	11	1	5						
S. Dak.	35	49	84	1,273	1,318	N	0	0	N	N	-	1	7	47	30						
S. ATLANTIC	2,734	3,905	6,760	95,928	98,052	-	0	1	1	2	14	18	70	350	322						
Del.	65	69	115	1,744	1,834	N	0	0	N	N	-	0	3	2	1						
D.C.	-	83	167	2,790	1,568	-	0	0	-	-	-	0	2	3	8						
Fla.	1,001	1,051	1,651	27,161	24,642	N	0	0	N	N	7	9	32	165	128						
Ga.	-	691	3,822	11,632	17,548	N	0	0	N	N	2	3	17	69	102						
Md.	226	412	697	10,136	10,363	-	0	1	1	2	1	0	2	15	10						
N.C.	944	596	1,233	15,568	18,103	-	0	0	-	-	4	1	11	43	36						
S.C.	-	436	2,105	12,515	10,328	N	0	0	N	N	-	1	14	26	18						
Va.	481	495	685	12,944	12,172	N	0	0	N	N	-	1	5	23	17						
W. Va.	17	54	85	1,438	1,494	N	0	0	N	N	-	0	3	4	2						
E.S. CENTRAL	786	1,412	2,044	34,109	39,085	-	0	0	-	-	2	3	15	63	53						
Ala.	40	348	539	4,654	12,263	N	0	0	N	N	-	0	12	22	20						
Ky.	148	130	691	4,015	4,953	N	0	0	N	N	-	1	3	19	15						
Miss.	174	391	959	10,982	9,265	N	0	0	N	N	-	0	8	8	7						
Tenn.	424	531	695	14,458	12,604	N	0	0	N	N	2	1	5	14	11						
W.S. CENTRAL	1,322	2,208	3,028	57,122	57,796	-	0	1	-	-	-	5	45	70	84						
Ark.	127	168	337	4,224	3,868	N	0	0	N	N	-	0	3	4	8						
La.	289	323	610	8,326	8,975	-	0	1	-	-	-	1	9	17	16						
Okla.	-	258	471	6,187	6,048	N	0	0	N	N	-	0	9	16	18						
Tex.	906	1,463	1,911	38,385	38,905	N	0	0	N	N	-	2	36	33	42						
MOUNTAIN	370	1,326	2,026	28,344	33,895	100	98	293	2,742	3,103	2	5	40	103	67						
Ariz.	54	477	993	9,016	10,287	98	97	293	2,670	3,018	-	0	6	18	11						
Colo.	71	293	416	5,085	8,243	N	0	0	N	N	2	1	7	27	18						
Idaho	-	31	253	1,263	1,738	N	0	0	N	N	-	0	5	7	5						
Mont.	18	52	144	1,352	1,217	N	0	0	N	N	-	1	26	11	8						
Nev.	216	169	397	4,432	3,970	2	1	5	29	36	-	0	3	5	4						
N. Mex.	-	165	396	4,334	5,237	-	0	2	11	11	-	1	6	25	12						
Utah	-	99	200	2,236	2,450	-	1	4	32	36	-	0	3	3	6						
Wyo.	11	26	45	626	753	-	0	0	-	2	-	0	11	7	3						
PACIFIC	1,516	3,375	4,362	87,925	88,362	13	57	311	1,511	1,246	-	1	5	36	37						
Alaska	73	87	157	2,231	2,219	N	0	0	N	N	-	0	1	1	2						
Calif.	1,017	2,666	3,627	68,927	68,896	13	57	311	1,511	1,246	-	0	0	-	-						
Hawaii	-	106	129	2,655	2,969	N	0	0	N	N	-	0	1	-	1						
Oreg.	155	166	394	4,815	4,861	N	0	0	N	N	-	1	5	35	34						
Wash.	271	342	621	9,297	9,417	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	32	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	16	18	-	477	-	0	0	-	-	-	0	0	-	-						
P.R.	171	122	233	3,781	2,498	N	0	0	N	N	N	0	0	N	N						
V.I.	U	3	8	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


