Idaho	2	3	9	21	26	-	2	8	2	4	-	0	3	1	4						
Mont.	-	2	10	13	14	-	0	0	-	-	-	0	13	2	-						
Nev.	-	2	20	11	21	-	0	4	-	3	-	1	20	8	12						
N. Mex.	-	4	15	23	37	-	1	5	5	3	-	2	15	16	22						
Utah	2	5	15	28	41	-	1	14	4	3	-	1	6	4	9						
Wyo.	-	1	4	10	12	-	0	3	-	1	-	0	19	11	1						
PACIFIC	40	117	288	699	742	2	4	20	20	16	6	33	90	180	338						
Alaska	-	1	4	11	20	N	0	0	N	N	-	0	2	5	1						
Calif.	39	89	218	568	578	1	0	5	10	N	4	29	81	150	250						
Hawaii	-	5	16	39	37	-	0	2	1	1	-	1	3	6	10						
Oreg.	-	7	16	36	63	-	1	9	3	10	-	1	6	8	50						
Wash.	1	10	69	45	44	1	2	19	6	5	2	2	13	11	27						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
P.R.	-	13	65	39	37	-	0	0	-	-	-	0	6	2	2						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes E. coli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


