
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending May 20, 2006 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2006
Rabies, animal cummulative for 2005
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2006
Rocky Mountain Spotted Fever cummulative for 2005
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2006
Salmonellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	60	103	186	1,764	2,365	32	36	98	382	241	385	847	2,239	9,832	10,392						
Idaho	-	0	12	-	-	-	0	2	-	-	-	2	15	36	47						
Mont.	1	0	3	5	-	-	0	0	-	1	3	2	16	37	33						
Nev.	-	0	2	-	-	-	0	0	-	-	4	3	8	27	64						
N. Mex.	-	0	1	-	1	-	0	1	-	2	-	4	13	44	69						
Utah	-	0	5	1	-	-	0	0	-	-	8	5	30	91	77						
Wyo.	-	0	2	-	10	-	0	1	1	1	-	1	12	24	14						
PACIFIC	4	3	15	60	62	1	0	1	1	1	74	101	425	1,515	1,581						
Alaska	-	0	4	11	1	-	0	0	-	-	1	1	7	33	17						
Calif.	4	3	15	48	61	1	0	0	1	-	61	77	292	1,136	1,245						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	5	15	77	100						
Oreg.	-	0	1	1	-	-	0	1	-	1	-	7	25	130	134						
Wash.	U	0	0	U	U	N	0	0	N	N	12	10	124	139	85						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	2	U	1						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
P.R.	-	2	6	40	31	N	0	0	N	N	5	12	35	37	161						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


