
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending June 9, 2007 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	555	764	1,832	20,760	27,683	-	1	178	3	14	-	2	417	3	9						
Ind.	-	0	0	-	-	-	0	5	-	1	-	0	12	-	-						
Mich.	-	87	258	2,298	2,799	-	0	10	-	-	-	0	4	-	-						
Ohio	128	112	449	3,106	5,922	-	0	11	-	-	-	0	3	-	-						
Wis.	-	16	57	570	712	-	0	2	-	-	-	0	2	-	-						
W.N. CENTRAL	28	32	136	1,159	1,147	-	0	37	-	1	-	0	78	2	3						
Iowa	N	0	0	N	N	-	0	3	-	1	-	0	4	1	1						
Kans.	4	9	52	423	221	-	0	3	-	-	-	0	3	-	-						
Minn.	-	0	0	-	-	-	0	7	-	-	-	0	7	-	-						
Mo.	23	16	78	597	871	-	0	14	-	-	-	0	2	-	-						
Nebr.	N	0	0	N	N	-	0	9	-	-	-	0	38	-	2						
N. Dak.	-	0	60	84	24	-	0	5	-	-	-	0	28	-	-						
S. Dak.	1	2	15	55	31	-	0	7	-	-	-	0	22	1	-						
S. ATLANTIC	52	85	239	2,333	2,605	-	0	2	-	-	-	0	7	-	-						
Del.	2	0	6	15	41	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	8	14	18	-	0	0	-	-	-	0	1	-	-						
Fla.	26	0	90	707	N	-	0	1	-	-	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	1	-	-	-	0	4	-	-						
Md.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
N.C.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S.C.	16	17	72	608	748	-	0	1	-	-	-	0	0	-	-						
Va.	-	18	190	331	867	-	0	0	-	-	-	0	2	-	-						
W. Va.	8	25	50	658	931	-	0	1	-	-	-	0	0	-	-						
E.S. CENTRAL	9	1	251	265	25	-	0	15	3	3	-	0	17	1	-						
Ala.	9	1	251	263	25	-	0	2	-	-	-	0	0	-	-						
Ky.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
Miss.	-	0	2	2	-	-	0	10	3	3	-	0	16	1	-						
Tenn.	N	0	0	N	N	-	0	5	-	-	-	0	2	-	-						
W.S. CENTRAL	208	191	979	6,307	7,087	-	0	59	-	6	-	0	27	-	2						
Ark.	12	9	105	207	466	-	0	5	-	-	-	0	2	-	-						
La.	-	1	11	49	171	-	0	13	-	-	-	0	10	-	1						
Okla.	-	0	0	-	-	-	0	6	-	-	-	0	4	-	-						
Tex.	196	170	873	6,051	6,450	-	0	39	-	6	-	0	16	-	1						
MOUNTAIN	8	54	133	1,654	1,750	-	0	63	-	2	-	0	245	-	3						
Ariz.	-	0	0	-	-	-	0	10	-	-	-	0	14	-	-						
Colo.	-	22	62	619	904	-	0	11	-	2	-	0	51	-	1						
Idaho	N	0	0	N	N	-	0	32	-	-	-	0	174	-	2						
Mont.	-	1	40	246	N	-	0	3	-	-	-	0	8	-	-						
Nev.	-	0	1	1	8	-	0	9	-	-	-	0	17	-	-						
N. Mex.	3	5	39	246	288	-	0	1	-	-	-	0	1	-	-						
Utah	5	15	73	529	521	-	0	8	-	-	-	0	17	-	-						
Wyo.	-	0	11	13	29	-	0	7	-	-	-	0	10	-	-						
PACIFIC	2	0	9	24	-	-	0	15	-	-	-	0	51	-	1						
Alaska	2	0	9	24	N	-	0	0	-	-	-	0	0	-	-						
Calif.	-	0	0	-	N	-	0	15	-	-	-	0	37	-	1						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Oreg.	N	0	0	N	N	-	0	2	-	-	-	0	14	-	-						
Wash.	N	0	0	N	N	-	0	0	-	-	-	0	2	-	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	4	14	-	139	-	0	0	-	-	-	0	0	-	-						
P.R.	3	12	27	328	271	-	0	0	-	-	-	0	0	-	-						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Zoonotic, 
Vector-Borne, and Enteric Diseases (ArboNet Surveillance). Data for California serogroup, eastern equine, 
Powassan, St. Louis, and western equine diseases are available in Table I.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatric mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


