
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending August 9, 2008 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	14	51	264	1,641	1,701	2	9	43	279	328	125	232	351	6,877	6,434						
E.S. CENTRAL	-	5	14	166	140	-	1	4	33	21	12	20	31	626	516						
Ala.	N	0	0	N	N	N	0	0	N	N	-	8	15	245	219						
Ky.	-	1	4	47	17	-	0	2	9	2	-	1	7	50	37						
Miss.	-	0	5	1	36	-	0	0	-	-	-	3	15	91	66						
Tenn.	-	3	12	118	87	-	1	3	24	19	12	8	14	240	194						
W.S. CENTRAL	-	1	5	26	54	-	0	2	8	7	16	41	62	1,260	1,050						
Ark.	-	0	2	9	1	-	0	1	3	2	-	2	19	97	70						
La.	-	0	5	17	53	-	0	2	5	5	16	11	22	300	280						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	5	46	38						
Tex.	-	0	0	-	-	-	0	0	-	-	-	26	49	817	662						
MOUNTAIN	-	1	6	20	31	-	0	2	4	9	1	8	29	227	263						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	4	21	78	137						
Colo.	-	0	0	-	-	-	0	0	-	-	1	2	7	72	28						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	1	2	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Nev.	N	0	0	N	N	N	0	0	N	N	-	2	6	52	59						
N. Mex.	-	0	1	1	-	-	0	0	-	-	-	1	3	23	27						
Utah	-	0	6	18	19	-	0	2	4	8	-	0	2	-	9						
Wyo.	-	0	1	1	12	-	0	1	-	1	-	0	1	-	1						
PACIFIC	-	0	0	-	-	-	0	1	1	2	13	41	70	1,262	1,368						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	1	6						
Calif.	N	0	0	N	N	N	0	0	N	N	6	38	59	1,128	1,266						
Hawaii	-	0	0	-	-	-	0	1	1	2	-	0	2	11	5						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	2	9	11						
Wash.	N	0	0	N	N	N	0	0	N	N	7	3	13	113	80						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	4						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	-	3	10	93	93						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


