
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending January 12, 2013 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2013
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2013
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2013
Syphillis, primary & secondary cummulative for 2012

tab delimited data:
test
UNITED STATES	225	252	455	505	812	10	21	33	18	46	75	280	353	149	499						
Ind.	-	13	28	2	34	-	1	2	-	2	-	4	10	4	6						
Mich.	5	11	23	24	42	-	0	3	-	1	-	4	13	-	12						
Ohio	63	21	47	110	71	1	1	6	2	5	-	8	15	-	11						
Wis.	-	9	29	14	34	-	0	2	1	2	-	2	5	1	2						
W.N. CENTRAL	-	14	23	2	39	-	1	4	-	3	2	6	14	4	20						
Iowa	N	0	0	N	N	N	0	0	N	N	1	1	4	2	2						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	-	1						
Minn.	-	9	22	-	24	-	0	3	-	1	-	1	5	-	4						
Mo.	N	0	0	N	N	-	0	0	-	-	1	2	7	2	13						
Nebr.	-	2	8	-	10	-	0	2	-	-	-	0	2	-	-						
N. Dak.	-	0	4	-	1	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	1	5	2	4	-	0	2	-	2	-	0	2	-	-						
S. ATLANTIC	76	52	105	159	187	4	4	11	10	6	10	64	103	30	128						
Del.	-	0	3	1	3	-	0	1	-	-	1	0	6	1	1						
D.C.	-	0	4	-	2	-	0	1	-	1	-	3	9	1	7						
Fla.	59	18	47	91	71	4	1	6	6	4	1	25	36	9	58						
Ga.	-	15	42	21	56	-	2	4	2	1	3	13	31	7	17						
Md.	3	6	22	15	19	-	0	5	1	-	-	7	15	4	10						
N.C.	N	0	0	N	N	N	0	0	N	N	-	5	21	-	12						
S.C.	13	6	16	29	29	-	0	3	-	-	-	4	10	3	14						
Va.	N	0	0	N	N	-	0	0	-	-	5	3	40	5	9						
W. Va.	1	5	31	2	7	-	0	2	1	-	-	0	2	-	-						
E.S. CENTRAL	19	22	55	46	84	4	2	5	4	6	3	14	25	3	25						
Ala.	7	2	7	12	4	2	0	3	2	-	-	3	10	-	9						
Ky.	-	3	9	-	12	-	0	1	-	-	-	2	9	-	2						
Miss.	-	3	11	3	12	-	0	2	-	1	3	2	11	3	4						
Tenn.	12	12	36	31	56	2	0	3	2	5	-	5	14	-	10						
W.S. CENTRAL	21	26	136	21	60	-	2	8	-	7	35	43	63	60	70						
Ark.	5	3	19	5	6	-	0	3	-	1	7	3	15	10	16						
La.	-	4	12	-	22	-	0	4	-	2	2	6	19	4	4						
Okla.	N	0	0	N	N	-	0	0	-	-	1	1	5	1	1						
Tex.	16	20	117	16	32	-	2	7	-	4	25	32	47	45	49						
MOUNTAIN	16	27	58	55	109	-	2	7	-	6	2	12	25	5	14						
Ariz.	11	9	23	15	49	-	1	3	-	3	-	4	8	1	6						
Colo.	-	8	22	22	18	-	0	3	-	-	-	4	12	1	4						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	4	-	-						
Mont.	-	0	5	-	6	-	0	1	-	-	-	0	1	-	-						
Nev.	-	1	8	-	10	-	0	2	-	1	2	2	8	3	3						
N. Mex.	5	5	14	18	17	-	0	4	-	1	-	2	5	-	-						
Utah	-	3	8	-	9	-	0	3	-	1	-	0	2	-	1						
Wyo.	-	0	3	-	-	-	0	1	-	-	-	0	1	-	-						
PACIFIC	6	4	10	7	7	1	0	2	1	3	7	63	100	17	109						
Alaska	6	2	8	7	5	1	0	2	1	3	-	0	2	-	-						
Calif.	N	0	0	N	N	N	0	0	N	N	2	54	83	7	91						
Hawaii	-	1	6	-	2	-	0	1	-	-	-	0	2	-	1						
Oreg.	N	0	0	N	N	N	0	0	N	N	2	3	11	4	3						
Wash.	N	0	0	N	N	N	0	0	N	N	3	5	12	6	14						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	11	5	17	11	4						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


