Wyo.	-	0	2	-	-	-	0	1	-	-	-	0	0	-	-						
PACIFIC	2	3	19	31	16	8	4	11	18	16	9	2	13	15	15						
Alaska	-	0	1	-	-	-	0	1	-	1	-	0	1	-	-						
Calif.	2	3	19	31	12	8	2	10	14	13	7	2	8	11	13						
Hawaii	-	0	0	-	1	N	0	0	N	N	-	0	1	-	-						
Oreg.	-	0	2	-	1	-	1	4	4	2	-	0	2	-	1						
Wash.	-	0	4	-	2	-	0	3	-	-	2	0	4	4	1						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	1	-	-	N	0	0	N	N	1	0	1	1	1						
V.I.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


