S. ATLANTIC	6	11	22	55	59	8	62	245	221	348	4	6	16	46	57						
Del.	-	0	5	3	-	-	13	65	62	69	-	0	1	1	1						
D.C.	-	0	2	-	1	-	0	5	-	2	-	0	2	1	2						
Fla.	3	4	10	25	21	-	2	11	11	6	4	2	7	24	15						
Ga.	-	1	4	4	13	-	1	5	1	11	-	1	5	2	8						
Md.	1	3	12	12	10	7	27	130	99	216	-	1	13	9	18						
N.C.	-	0	5	-	12	-	0	14	-	7	-	0	3	-	8						
S.C.	-	0	2	1	-	-	0	3	1	3	-	0	1	-	1						
Va.	2	1	5	9	2	1	10	65	39	30	-	1	5	9	4						
W. Va.	-	0	2	1	-	-	0	33	8	4	-	0	2	-	-						
E.S. CENTRAL	-	2	12	12	16	-	1	4	6	3	-	0	3	3	6						
Ala.	-	0	2	1	2	-	0	1	-	-	-	0	3	1	1						
Ky.	-	1	3	5	6	-	0	1	1	-	-	0	3	2	-						
Miss.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
Tenn.	-	1	9	6	8	-	1	4	5	3	-	0	2	-	5						
W.S. CENTRAL	-	2	7	7	5	-	4	23	-	2	-	1	12	15	4						
Ark.	-	0	1	-	-	-	0	0	-	-	-	0	1	1	-						
La.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	1						
Okla.	-	0	2	-	-	-	0	0	-	-	-	0	1	1	-						
Tex.	-	2	6	7	4	-	4	23	-	2	-	1	12	13	3						
MOUNTAIN	-	3	8	14	18	-	1	4	3	2	-	0	6	4	3						
Ariz.	-	1	4	8	6	-	0	1	-	-	-	0	2	1	-						
Colo.	-	0	4	2	2	-	0	1	1	-	-	0	3	-	1						
Idaho	-	0	2	-	1	-	0	3	1	1	-	0	1	-	-						
Mont.	-	0	1	1	2	-	0	1	-	-	-	0	3	-	-						
Nev.	-	0	1	2	3	-	0	1	-	-	-	0	1	1	-						
N. Mex.	-	0	2	1	-	-	0	1	-	-	-	0	0	-	-						
Utah	-	0	4	-	4	-	0	1	1	1	-	0	1	2	2						
Wyo.	-	0	2	-	-	-	0	1	-	-	-	0	0	-	-						
PACIFIC	4	3	19	49	23	1	3	10	28	20	1	2	17	18	16						
Alaska	-	0	1	-	-	-	0	1	-	2	-	0	1	-	-						
Calif.	4	3	19	49	17	1	2	9	20	15	1	2	12	14	12						
Hawaii	-	0	0	-	1	N	0	0	N	N	-	0	1	-	-						
Oreg.	-	0	2	-	3	-	1	4	8	3	-	0	2	-	2						
Wash.	-	0	4	-	2	-	0	3	-	-	-	0	4	4	2						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	1	-	-	N	0	0	N	N	-	0	1	1	1						
V.I.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


