
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending May 24, 2008 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	39	46	252	1,261	1,302	10	7	38	204	213	72	224	328	4,179	4,097						
Ohio	6	7	15	198	214	3	1	4	33	28	1	4	14	128	80						
Wis.	-	0	0	-	-	-	0	0	-	-	-	1	3	18	26						
W.N. CENTRAL	1	3	106	99	97	-	0	9	7	17	3	8	15	148	112						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	5	6						
Kans.	-	1	5	45	53	-	0	1	2	2	3	0	5	15	8						
Minn.	-	0	105	-	1	-	0	9	-	11	-	1	4	34	26						
Mo.	1	1	8	54	35	-	0	1	2	-	-	5	10	91	70						
Nebr.	-	0	0	-	2	-	0	0	-	-	-	0	1	3	2						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	6	-	0	1	3	4	-	0	3	-	-						
S. ATLANTIC	27	20	39	523	557	6	2	9	87	75	15	48	196	844	882						
Del.	-	0	1	2	5	-	0	1	-	1	-	0	3	1	5						
D.C.	-	0	0	-	4	-	0	0	-	-	-	2	11	35	72						
Fla.	24	11	26	302	305	6	2	6	55	67	10	18	34	346	297						
Ga.	3	7	18	173	209	-	0	6	27	-	-	6	174	42	121						
Md.	-	0	2	3	1	-	0	1	1	-	4	7	14	149	116						
N.C.	N	0	0	N	N	N	0	0	N	N	-	6	18	130	140						
S.C.	-	0	0	-	-	-	0	0	-	-	-	1	5	31	42						
Va.	N	0	0	N	N	N	0	0	N	N	1	5	17	110	84						
W. Va.	-	1	7	43	33	-	0	2	4	7	-	0	1	-	5						
E.S. CENTRAL	2	4	12	138	75	-	1	4	25	16	12	20	31	402	307						
Ala.	N	0	0	N	N	N	0	0	N	N	2	8	17	168	119						
Ky.	1	0	3	34	16	-	0	2	8	2	4	1	7	39	30						
Miss.	-	0	0	-	-	-	0	0	-	-	-	2	15	45	48						
Tenn.	1	3	12	104	59	-	1	3	17	14	6	8	14	150	110						
W.S. CENTRAL	-	1	5	23	45	-	0	2	6	7	7	41	60	785	638						
Ark.	-	0	2	6	1	-	0	1	2	2	6	2	10	50	46						
La.	-	1	4	17	44	-	0	2	4	5	1	11	22	172	169						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	5	25	25						
Tex.	-	0	0	-	-	-	0	0	-	-	-	26	47	538	398						
MOUNTAIN	-	1	6	14	24	-	0	2	3	8	3	8	29	104	171						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	4	21	24	88						
Colo.	-	0	0	-	-	-	0	0	-	-	2	1	7	41	20						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	1	1	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Nev.	N	0	0	N	N	N	0	0	N	N	1	2	6	28	37						
N. Mex.	-	0	1	1	-	-	0	0	-	1	-	0	3	10	19						
Utah	-	0	6	13	15	-	0	2	3	6	-	0	2	-	4						
Wyo.	-	0	2	-	9	-	0	1	-	1	-	0	1	-	1						
PACIFIC	-	0	0	-	-	-	0	1	1	1	-	40	69	713	933						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	-	5						
Calif.	N	0	0	N	N	N	0	0	N	N	-	37	59	628	865						
Hawaii	-	0	0	-	-	-	0	1	1	1	-	0	2	9	4						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	2	6	8						
Wash.	N	0	0	N	N	N	0	0	N	N	-	3	13	70	51						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	4						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	1	3	10	62	57						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


