Mo.	-	0	3	-	4	-	0	2	-	2	5	9	39	15	18						
Nebr.	-	0	1	-	-	-	0	1	-	-	-	2	12	-	13						
N. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	28	-	6						
S. Dak.	-	0	1	-	-	-	0	0	-	-	-	3	9	-	23						
S. ATLANTIC	-	4	11	1	10	-	2	6	1	6	9	23	90	28	51						
Del.	-	0	1	-	-	-	0	1	-	-	-	0	3	-	4						
D.C.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	-						
Fla.	-	1	7	1	2	-	1	6	1	1	7	4	14	11	5						
Ga.	-	0	2	-	4	-	0	2	-	4	-	1	3	-	5						
Md.	-	0	2	-	1	-	0	1	-	-	1	4	8	7	15						
N.C.	-	0	6	-	1	-	0	2	-	-	-	0	21	8	-						
S.C.	-	0	2	-	2	-	0	1	-	1	1	7	17	2	22						
Va.	-	0	3	-	-	-	0	1	-	-	-	2	72	-	-						
W. Va.	-	0	1	-	-	-	0	1	-	-	-	0	12	-	-						
E.S. CENTRAL	-	1	4	1	-	-	1	4	1	-	-	8	23	1	9						
Ala.	-	0	1	-	-	-	0	1	-	-	-	1	9	1	5						
Ky.	-	0	3	-	-	-	0	3	-	-	-	3	11	-	1						
Miss.	-	0	1	-	-	-	0	1	-	-	-	1	4	-	-						
Tenn.	-	0	2	1	-	-	0	1	1	-	-	4	17	-	3						
W.S. CENTRAL	-	2	6	1	4	-	0	3	1	2	2	36	114	2	1						
Ark.	-	0	3	1	-	-	0	1	1	-	2	5	19	2	-						
La.	-	0	3	-	3	-	0	1	-	1	-	0	3	-	-						
Okla.	-	0	3	-	-	-	0	3	-	-	-	0	0	-	-						
Tex.	-	0	4	-	1	-	0	3	-	1	-	28	98	-	1						
MOUNTAIN	-	1	7	4	2	-	1	5	3	1	17	77	143	57	127						
Ariz.	-	0	5	-	1	-	0	5	-	-	-	15	86	-	7						
Colo.	-	0	3	3	1	-	0	2	2	1	-	24	55	32	89						
Idaho	-	0	2	-	-	-	0	2	-	-	-	3	19	-	3						
Mont.	-	0	0	-	-	-	0	0	-	-	2	9	58	4	17						
Nev.	-	0	2	-	-	-	0	1	-	-	-	0	6	-	-						
N. Mex.	-	0	2	-	-	-	0	2	-	-	-	3	9	-	7						
Utah	-	0	2	1	-	-	0	1	1	-	12	12	35	18	1						
Wyo.	-	0	0	-	-	-	0	0	-	-	3	0	4	3	3						
PACIFIC	1	3	27	2	11	1	3	13	2	7	1	56	170	1	255						
Alaska	-	0	1	-	-	-	0	1	-	-	1	1	11	1	1						
Calif.	1	2	11	2	6	1	2	11	2	6	-	26	145	-	187						
Hawaii	-	0	2	-	1	-	0	1	-	1	-	3	10	-	9						
Oreg.	-	0	6	-	4	-	0	2	-	-	-	10	30	-	58						
Wash.	-	0	25	-	-	-	0	11	-	-	-	12	59	-	-						
Amer. Samoa	U	0	1	-	-	U	0	1	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	-	-	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	2	-	-	-	0	2	-	-	-	0	2	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


