
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 7, 2007 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	10,216	19,779	23,540	237,694	267,578	116	150	478	2,128	2,362	14	68	301	583	712						
Md.	509	342	951	5,167	4,685	-	0	1	1	2	-	0	2	5	8						
N.C.	645	624	1,772	8,301	10,310	-	0	0	-	-	-	0	11	8	25						
S.C.	609	384	2,105	6,415	5,853	N	0	0	N	N	-	1	14	11	5						
Va.	503	461	685	6,518	6,636	N	0	0	N	N	-	1	5	9	13						
W. Va.	-	57	96	552	737	N	0	0	N	N	-	0	3	1	2						
E.S. CENTRAL	630	1,470	2,093	20,505	20,691	-	0	0	-	-	1	3	14	28	20						
Ala.	70	421	577	4,915	6,977	N	0	0	N	N	-	0	11	12	8						
Ky.	68	131	691	1,541	2,557	N	0	0	N	N	-	1	3	9	6						
Miss.	-	401	958	6,033	4,330	N	0	0	N	N	-	0	3	3	1						
Tenn.	492	528	709	8,016	6,827	N	0	0	N	N	1	1	5	4	5						
W.S. CENTRAL	1,370	2,203	3,026	28,717	29,498	-	0	1	-	-	-	5	45	22	35						
Ark.	184	157	337	2,223	2,206	N	0	0	N	N	-	0	2	2	4						
La.	60	303	610	3,662	4,588	-	0	1	-	-	-	1	9	5	-						
Okla.	129	263	473	3,699	2,714	N	0	0	N	N	-	1	4	10	9						
Tex.	997	1,451	1,908	19,133	19,990	N	0	0	N	N	-	2	36	5	22						
MOUNTAIN	278	1,270	2,018	12,167	17,034	80	102	201	1,455	1,802	-	3	39	30	26						
Ariz.	72	431	993	2,854	5,041	80	102	199	1,432	1,756	-	0	3	7	3						
Colo.	-	317	416	1,781	4,172	N	0	0	N	N	-	1	7	11	5						
Idaho	23	54	253	1,004	915	N	0	0	N	N	-	0	5	1	3						
Mont.	3	51	144	662	598	N	0	0	N	N	-	0	26	2	5						
Nev.	174	107	397	2,234	1,811	-	1	3	7	21	-	0	1	-	3						
N. Mex.	-	183	321	2,159	2,762	-	0	3	5	4	-	0	5	6	2						
Utah	-	97	201	1,132	1,341	-	1	4	11	19	-	0	3	1	5						
Wyo.	6	28	54	341	394	-	0	0	-	2	-	0	11	2	-						
PACIFIC	1,753	3,377	4,075	44,554	45,401	35	53	299	659	549	-	1	5	16	20						
Alaska	79	85	157	1,090	1,113	N	0	0	N	N	-	0	1	-	-						
Calif.	1,183	2,670	3,198	34,807	35,053	35	53	299	659	549	-	0	0	-	-						
Hawaii	-	107	133	1,289	1,603	N	0	0	N	N	-	0	1	-	-						
Oreg.	153	161	394	2,591	2,621	N	0	0	N	N	-	1	4	16	20						
Wash.	338	352	548	4,777	5,011	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	111	236	1,994	1,238	N	0	0	N	N	N	0	0	N	N						
V.I.	U	4	9	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


