
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending November 10, 2012 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	220	277	426	11,799	11,084	-	3	10	164	211	6	51	350	3,541	2,021						
W. Va.	-	0	1	2	5	-	0	0	-	-	-	0	1	1	4						
E.S. CENTRAL	9	21	52	985	834	-	0	3	12	13	3	12	57	875	336						
Ala.	6	6	20	273	247	-	0	1	3	4	-	2	11	141	68						
Ky.	-	6	21	304	208	-	0	1	3	2	-	0	7	55	-						
Miss.	-	5	24	244	200	-	0	2	2	1	-	0	2	9	21						
Tenn.	3	3	10	164	179	-	0	1	4	6	3	10	50	670	247						
W.S. CENTRAL	51	49	189	2,104	2,703	-	0	6	4	14	-	12	292	841	600						
Ark.	3	1	7	73	87	-	0	1	2	9	-	9	67	746	496						
La.	-	4	17	156	421	-	0	0	-	-	-	0	1	5	9						
Okla.	13	7	55	432	168	-	0	5	1	3	-	0	260	52	66						
Tex.	35	33	122	1,443	2,027	-	0	1	1	2	-	1	13	38	29						
MOUNTAIN	7	12	30	553	797	-	0	2	10	27	-	1	5	46	56						
Ariz.	7	6	16	308	385	-	0	2	10	26	-	0	4	30	36						
Colo.	-	1	19	63	76	-	0	0	-	-	-	0	1	2	3						
Idaho	-	0	2	9	16	-	0	0	-	-	-	0	2	3	1						
Mont.	-	0	2	11	119	-	0	0	-	-	-	0	1	1	1						
Nev.	-	0	8	49	31	-	0	0	-	-	-	0	0	-	2						
N. Mex.	-	1	7	78	115	-	0	0	-	-	-	0	1	4	-						
Utah	-	0	4	31	53	-	0	0	-	1	-	0	1	4	5						
Wyo.	-	0	3	4	2	-	0	0	-	-	-	0	2	2	8						
PACIFIC	16	18	56	990	1,001	-	0	3	16	2	-	0	3	9	5						
Alaska	-	0	2	8	5	N	0	0	N	N	N	0	0	N	N						
Calif.	9	13	56	776	819	-	0	3	16	2	-	0	1	8	4						
Hawaii	-	0	3	23	44	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	10	81	54	-	0	0	-	-	-	0	1	1	1						
Wash.	7	2	10	102	79	-	0	1	-	-	-	0	3	-	-						
Amer. Samoa	-	0	3	5	1	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	15	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	0	-	6	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


